player_id,position,league,tier,games,impact_raw,impact_z,impact_100
Canyon,jng,LCK,1,144,0.2785,4.158,81.5
Kiin,top,LCK,1,144,0.2785,4.158,81.5
Chovy,mid,LCK,1,136,0.2469,3.687,81.3
Peyz,bot,LCK,1,135,0.2423,3.617,81.3
Lehends,sup,LCK,1,142,0.2382,3.557,81.3
Hasu7,top,PCL,2,64,0.2257,3.369,81.2
Hermes,bot,PCL,2,64,0.2257,3.369,81.2
Kino,sup,PCL,2,64,0.2257,3.369,81.2
Bin,top,LPL,1,145,0.2225,3.322,81.1
Elk,bot,LPL,1,145,0.2225,3.322,81.1
Knight,mid,LPL,1,145,0.2225,3.322,81.1
ON,sup,LPL,1,145,0.2225,3.322,81.1
Keduii,top,LFL,2,98,0.184,2.747,80.6
Parus,sup,LFL,2,98,0.184,2.747,80.6
Reeker,jng,LFL,2,98,0.184,2.747,80.6
SkewMond,mid,LFL,2,98,0.184,2.747,80.6
JNX,bot,LFL,2,103,0.1736,2.591,80.3
Faker,mid,LCK,1,176,0.173,2.582,80.3
Keria,sup,LCK,1,176,0.173,2.582,80.3
Zeus,top,LCK,1,176,0.173,2.582,80.3
369,top,LPL,1,136,0.1719,2.566,80.3
Creme,mid,LPL,1,136,0.1719,2.566,80.3
JackeyLove,bot,LPL,1,136,0.1719,2.566,80.3
Meiko,sup,LPL,1,136,0.1719,2.566,80.3
Tian,jng,LPL,1,136,0.1719,2.566,80.3
Delight,sup,LCK,1,136,0.1706,2.546,80.2
Viper,bot,LCK,1,136,0.1706,2.546,80.2
Zeka,mid,LCK,1,136,0.1706,2.546,80.2
Doran,top,LCK,1,124,0.1691,2.524,80.2
Peanut,jng,LCK,1,124,0.1691,2.524,80.2
Hype,bot,LCKC,2,130,0.1675,2.499,80.1
Gumayusi,bot,LCK,1,177,0.1659,2.476,80.1
HamBak,jng,LCKC,2,132,0.1657,2.473,80.1
Xun,jng,LPL,1,119,0.1648,2.46,80.1
Husha,jng,PCS,2,74,0.1646,2.457,80.1
JunJia,jng,PCS,2,99,0.1642,2.451,80.0
Oner,jng,LCK,1,175,0.1579,2.356,79.8
Caliste,bot,LFL,2,87,0.1482,2.211,79.4
Fleshy,sup,LFL,2,87,0.1482,2.211,79.4
Maynter,top,LFL,2,87,0.1482,2.211,79.4
Azhi,top,PCS,2,108,0.1472,2.195,79.4
Betty,bot,PCS,2,108,0.1472,2.195,79.4
Maple,mid,PCS,2,108,0.1472,2.195,79.4
Woody,sup,PCS,2,108,0.1472,2.195,79.4
BrokenBlade,top,LEC,1,115,0.1462,2.181,79.3
Caps,mid,LEC,1,115,0.1462,2.181,79.3
Hans Sama,bot,LEC,1,115,0.1462,2.181,79.3
Mikyx,sup,LEC,1,115,0.1462,2.181,79.3
Yike,jng,LEC,1,115,0.1462,2.181,79.3
Zinie,mid,LCKC,2,116,0.1458,2.175,79.3
Quad,mid,LCS,1,90,0.1425,2.125,79.2
Spirax,mid,NACL,2,76,0.1411,2.106,79.1
Yuuji,jng,NACL,2,76,0.1411,2.106,79.1
Zyko,sup,NACL,2,76,0.1411,2.106,79.1
Way,sup,LCKC,2,118,0.1359,2.028,78.8
Dehaste,mid,AL,2,80,0.1353,2.018,78.8
Guigs,sup,CBLOLA,2,72,0.1335,1.991,78.7
Marvin,bot,CBLOLA,2,72,0.1335,1.991,78.7
Qats,mid,CBLOLA,2,72,0.1335,1.991,78.7
Tatu,jng,CBLOLA,2,72,0.1335,1.991,78.7
DasheR,mid,LJL,2,93,0.1293,1.928,78.4
Evi,top,LJL,2,93,0.1293,1.928,78.4
Forest,jng,LJL,2,93,0.1293,1.928,78.4
Marble,bot,LJL,2,93,0.1293,1.928,78.4
Vsta,sup,LJL,2,93,0.1293,1.928,78.4
Siwoo,top,LCKC,2,136,0.1291,1.925,78.4
ScaryJerry,bot,NACL,2,74,0.1286,1.919,78.4
Aspire,top,LDL,2,62,0.1284,1.916,78.4
Erdote,sup,UL,2,128,0.1266,1.888,78.2
HARPOON,bot,UL,2,126,0.1266,1.888,78.2
bluerzor,jng,UL,2,128,0.1266,1.888,78.2
Garden,mid,LAS,2,73,0.1261,1.881,78.2
Prever,jng,LAS,2,73,0.1261,1.881,78.2
Kofte,mid,UL,2,113,0.123,1.835,78.0
Dotmm,bot,PCL,2,55,0.1205,1.798,77.8
SeNBon,mid,PCL,2,55,0.1205,1.798,77.8
TNS,sup,PCL,2,55,0.1205,1.798,77.8
Zkai,top,PCL,2,55,0.1205,1.798,77.8
xin,jng,PCL,2,55,0.1205,1.798,77.8
Rise,bot,LDL,2,54,0.1199,1.789,77.8
Melonik,top,UL,2,124,0.1178,1.757,77.6
Jaehyuk,top,LAS,2,65,0.1177,1.756,77.6
Saint,mid,LCKC,2,121,0.1174,1.75,77.6
Sharvel,jng,LCKC,2,121,0.1174,1.75,77.6
Elio,sup,VCS,2,98,0.1153,1.719,77.4
Kiaya,top,VCS,2,98,0.1153,1.719,77.4
Levi,jng,VCS,2,98,0.1153,1.719,77.4
Half,top,LAS,2,77,0.1128,1.682,77.2
Levy,bot,LAS,2,77,0.1128,1.682,77.2
Pooh,sup,LAS,2,77,0.1128,1.682,77.2
Ycx,sup,LDL,2,66,0.1128,1.683,77.2
Summit,top,LLA,2,81,0.1126,1.679,77.2
ceo,bot,LLA,2,81,0.1126,1.679,77.2
Czajek,mid,LFL,2,91,0.1116,1.664,77.1
Jopa,bot,LFL,2,91,0.1116,1.664,77.1
Naak Nako,top,LFL,2,91,0.1116,1.664,77.1
Stend,sup,LFL,2,91,0.1116,1.664,77.1
Casting,top,LCKC,2,127,0.1106,1.649,77.0
Daglas,jng,LEC,1,103,0.11,1.64,76.9
Carlsen,top,LVP SL,2,84,0.1097,1.636,76.9
Jackspektra,bot,LVP SL,2,84,0.1097,1.636,76.9
Xerxe,jng,LVP SL,2,84,0.1097,1.636,76.9
whiteinn,sup,LVP SL,2,84,0.1097,1.636,76.9
Robocop,top,HM,2,99,0.1086,1.62,76.8
SPOOKY,jng,HM,2,99,0.1086,1.62,76.8
Strode,bot,HM,2,99,0.1086,1.62,76.8
denyk,sup,HM,2,99,0.1086,1.62,76.8
many,mid,HM,2,99,0.1086,1.62,76.8
Bong,top,AL,2,81,0.1082,1.614,76.8
Dekap,sup,AL,2,81,0.1082,1.614,76.8
Elramir,jng,AL,2,81,0.1082,1.614,76.8
Giyuu,mid,AL,2,81,0.1082,1.614,76.8
Leo,bot,AL,2,81,0.1082,1.614,76.8
Adiogs,mid,PCL,2,27,0.108,1.611,76.8
Fun K3y,bot,PRM,2,94,0.1078,1.607,76.7
Lilipp,sup,PRM,2,94,0.1078,1.607,76.7
PowerOfEvil,mid,PRM,2,94,0.1078,1.607,76.7
Vertigo,top,PRM,2,94,0.1078,1.607,76.7
Zanzarah,jng,PRM,2,94,0.1078,1.607,76.7
Lyonz,sup,LLA,2,80,0.1077,1.606,76.7
Oddie,jng,LLA,2,80,0.1077,1.606,76.7
Coward,jng,LDL,2,61,0.1074,1.601,76.7
Click,sup,LIT,2,79,0.1065,1.587,76.6
Color,top,LIT,2,79,0.1065,1.587,76.6
Lotuss,jng,LIT,2,79,0.1065,1.587,76.6
Aria,mid,LJL,2,81,0.1062,1.583,76.6
Harp,sup,LJL,2,81,0.1062,1.583,76.6
RayFarky,top,LJL,2,81,0.1062,1.583,76.6
Steal,jng,LJL,2,81,0.1062,1.583,76.6
Yutapon,bot,LJL,2,81,0.1062,1.583,76.6
Morttheus,bot,CBLOLA,2,71,0.1058,1.578,76.5
Telas,sup,CBLOLA,2,71,0.1058,1.578,76.5
tyrin,top,CBLOLA,2,71,0.1058,1.578,76.5
Deadly,bot,LFL2,2,60,0.1048,1.562,76.4
Hadess,jng,LFL2,2,60,0.1048,1.562,76.4
OMON,mid,LFL2,2,60,0.1048,1.562,76.4
PatkicaA,top,LFL2,2,60,0.1048,1.562,76.4
HongQ,mid,PCL,2,39,0.1043,1.555,76.4
pinz,mid,LDL,2,21,0.1016,1.514,76.1
MISSING,sup,LPL,1,113,0.1012,1.508,76.1
Ruler,bot,LPL,1,113,0.1012,1.508,76.1
Yagao,mid,LPL,1,113,0.1012,1.508,76.1
Time,jng,IC,2,35,0.0999,1.489,75.9
113,jng,LFL,2,69,0.0991,1.477,75.8
Abbedagge,mid,LFL,2,47,0.0985,1.468,75.8
Chime,sup,NACL,2,72,0.0981,1.462,75.7
Sheiden,jng,NACL,2,72,0.0981,1.462,75.7
Srtty,top,NACL,2,72,0.0981,1.462,75.7
sajed,bot,NACL,2,72,0.0981,1.462,75.7
1Jiang,top,PCS,2,97,0.0973,1.45,75.6
Gemini,jng,PCS,2,97,0.0973,1.45,75.6
Kaiwing,sup,PCS,2,97,0.0973,1.45,75.6
Leemas,bot,LCO,2,63,0.0971,1.448,75.6
Thien,top,LCO,2,63,0.0971,1.448,75.6
Renard,mid,LDL,2,59,0.0967,1.441,75.6
Thomas,sup,EBL,2,53,0.0967,1.441,75.6
Peppe,mid,GLL,2,75,0.0966,1.44,75.6
HungryPanda,sup,GLL,2,74,0.0961,1.433,75.5
Vaynedeta,bot,GLL,2,74,0.0961,1.433,75.5
Rhilech,jng,EM,2,92,0.0954,1.422,75.4
ADD,top,LRN,2,43,0.0939,1.4,75.3
Baula,sup,LRN,2,43,0.0939,1.4,75.3
Zelt,mid,LRN,2,43,0.0939,1.4,75.3
Thumb,sup,LAS,2,55,0.0937,1.396,75.2
Raïto,sup,LFL2,2,49,0.0936,1.395,75.2
Gori,mid,PCS,2,69,0.0921,1.373,75.0
Kanavi,jng,LPL,1,102,0.0914,1.362,74.9
Ackerman,sup,LLA,2,74,0.0899,1.34,74.8
Josedeodo,jng,LLA,2,74,0.0899,1.34,74.8
Snaker,bot,LLA,2,74,0.0899,1.34,74.8
Zothve,top,LLA,2,74,0.0899,1.34,74.8
cody,mid,LLA,2,74,0.0899,1.34,74.8
Eddie,bot,VCS,2,27,0.0886,1.321,74.6
Qiang,jng,VCS,2,27,0.0886,1.321,74.6
Shernfire,jng,LCO,2,61,0.0886,1.321,74.6
DenVoksne,bot,LVP SL,2,77,0.0883,1.316,74.6
Pangjin,bot,AL,2,40,0.0874,1.302,74.4
Vigil,mid,LIT,2,63,0.0859,1.28,74.2
Kati,mid,VCS,2,83,0.0856,1.276,74.2
Shogun,bot,VCS,2,83,0.0856,1.276,74.2
CarioK,jng,CBLOL,2,81,0.0849,1.265,74.1
Kuri,sup,CBLOL,2,81,0.0849,1.265,74.1
TitaN,bot,CBLOL,2,81,0.0849,1.265,74.1
Wizer,top,CBLOL,2,81,0.0849,1.265,74.1
dyNquedo,mid,CBLOL,2,81,0.0849,1.265,74.1
APA,mid,LCS,1,88,0.0846,1.261,74.1
CoreJJ,sup,LCS,1,88,0.0846,1.261,74.1
Impact,top,LCS,1,88,0.0846,1.261,74.1
UmTi,jng,LCS,1,88,0.0846,1.261,74.1
Yeon,bot,LCS,1,88,0.0846,1.261,74.1
Moham,sup,LCKC,2,70,0.0836,1.246,73.9
Kisee,mid,CBLOLA,2,76,0.0832,1.239,73.9
Cypher,bot,LAS,2,73,0.0827,1.232,73.8
PandaC,top,LDL,2,28,0.0827,1.231,73.8
Lurox,jng,PRM,2,89,0.0826,1.231,73.8
Piero,sup,PRM,2,89,0.0826,1.231,73.8
TolanD,mid,PRM,2,89,0.0826,1.231,73.8
xMatty,bot,PRM,2,89,0.0826,1.231,73.8
Own3r,jng,LPLOL,2,48,0.082,1.222,73.7
Boda,top,AL,2,70,0.0808,1.204,73.5
Klownz,sup,AL,2,70,0.0808,1.204,73.5
Busio,sup,LCS,1,88,0.0803,1.197,73.4
Bwipo,top,LCS,1,88,0.0803,1.197,73.4
Inspired,jng,LCS,1,88,0.0803,1.197,73.4
Manaty,jng,GLL,2,40,0.0803,1.196,73.4
Massu,bot,LCS,1,88,0.0803,1.197,73.4
Zamudo,top,NACL,2,67,0.0801,1.194,73.4
Shunn,bot,PCS,2,71,0.0788,1.174,73.2
SwordArt,sup,PCS,2,71,0.0788,1.174,73.2
Lospa,sup,TCL,2,43,0.0786,1.17,73.2
BiIIy,jng,PCL,2,28,0.078,1.161,73.1
Leleko,mid,CBLOL,2,67,0.0778,1.159,73.1
Dan,bot,ESLOL,2,24,0.0773,1.151,73.0
Carry,sup,TCL,2,88,0.0766,1.141,72.9
Disamis,jng,CBLOL,2,71,0.0765,1.139,72.9
Guigo,top,CBLOL,2,71,0.0765,1.139,72.9
ProDelta,sup,CBLOL,2,71,0.0765,1.139,72.9
Smiley,bot,CBLOL,2,71,0.0765,1.139,72.9
Aetinoth,bot,LVP SL,2,71,0.0762,1.135,72.8
Feisty,mid,LVP SL,2,71,0.0762,1.135,72.8
zamulek,bot,LIT,2,81,0.0762,1.135,72.8
Fighto,mid,LCO,2,34,0.0756,1.126,72.7
Sertuss,mid,LVP SL,2,68,0.0753,1.121,72.7
Vincenzo,jng,LAS,2,85,0.075,1.117,72.6
Guti,mid,LAS,2,31,0.0749,1.116,72.6
Hwichan,mid,LAS,2,69,0.0749,1.116,72.6
Aegis,jng,CBLOL,2,82,0.0745,1.11,72.6
Bie,sup,VCS,2,81,0.0743,1.107,72.5
Armut,top,TCL,2,86,0.074,1.102,72.5
Skeanz,jng,TCL,2,86,0.074,1.102,72.5
Rest,top,PCS,2,41,0.0735,1.094,72.4
Pika1,bot,PCL,2,64,0.0734,1.093,72.4
Kurak,sup,LCO,2,50,0.073,1.087,72.3
Hang,sup,LPL,1,87,0.0719,1.071,72.1
Lava,mid,LLA,2,41,0.0708,1.055,71.9
Alaric,sup,NLC,2,62,0.0703,1.046,71.9
Quokka,top,LAS,2,47,0.0699,1.041,71.8
Shelfmade,top,PRM,2,65,0.0696,1.036,71.7
Kaii,bot,NEXO,2,20,0.0694,1.034,71.7
Axelent,bot,LFL2,2,50,0.0692,1.03,71.7
Djoko,jng,LFL2,2,50,0.0692,1.03,71.7
Kio,top,LFL2,2,50,0.0692,1.03,71.7
NuQ,top,GLL,2,53,0.0691,1.029,71.7
jokaa,jng,HM,2,79,0.0691,1.028,71.6
SCARY,jng,CBLOLA,2,50,0.0679,1.011,71.4
Roison,mid,UL,2,58,0.0678,1.009,71.4
Diplex,mid,PRM,2,74,0.0673,1.002,71.3
Neon,bot,PRM,2,74,0.0673,1.002,71.3
Rabble,jng,PRM,2,74,0.0673,1.002,71.3
Venour,top,PRM,2,74,0.0673,1.002,71.3
pr1me,top,UL,2,48,0.067,0.998,71.3
Czekolad,mid,LFL,2,85,0.066,0.982,71.1
Hantera,sup,LFL,2,85,0.066,0.982,71.1
Howling,top,LFL,2,85,0.066,0.982,71.1
SamD,bot,LFL,2,85,0.066,0.982,71.1
Neramin,bot,UL,2,62,0.0658,0.98,71.1
fung1028,jng,PCL,2,65,0.0651,0.969,70.9
Milkcat,bot,PCL,2,60,0.0647,0.963,70.9
Dajor,mid,EM,2,65,0.0639,0.951,70.7
escoX,sup,NEXO,2,42,0.0631,0.939,70.6
Lucky,sup,PRM,2,92,0.0626,0.931,70.5
Scarface,top,PRM,2,92,0.0626,0.931,70.5
Serin,mid,PRM,2,92,0.0626,0.931,70.5
Shiganari,bot,PRM,2,92,0.0626,0.931,70.5
Shlatan,jng,PRM,2,92,0.0626,0.931,70.5
Hidan,top,LLA,2,79,0.0622,0.925,70.4
Karsa,jng,PCS,2,80,0.0617,0.919,70.3
Noodle,jng,GLL,2,82,0.0617,0.918,70.3
Thayger,jng,LVP SL,2,95,0.061,0.908,70.2
Asza,bot,ESLOL,2,34,0.0608,0.905,70.1
Osman123,jng,TCL,2,49,0.0606,0.901,70.1
Kaori,bot,TCL,2,79,0.0605,0.901,70.1
Paixdia,sup,TCL,2,79,0.0605,0.901,70.1
Rahel,bot,LCKC,2,78,0.0605,0.9,70.1
Czypsy,sup,UL,2,68,0.0601,0.895,70.0
Emo,mid,VCS,2,72,0.06,0.893,70.0
Luon,sup,LCKC,2,78,0.0598,0.89,70.0
PerfecT,top,LCK,1,104,0.0597,0.889,69.9
Loopy,sup,LCKC,2,92,0.0596,0.888,69.9
Aiming,bot,LCK,1,140,0.0594,0.884,69.9
Lucid,jng,LCK,1,140,0.0594,0.884,69.9
ShowMaker,mid,LCK,1,140,0.0594,0.884,69.9
Simple,sup,PCL,2,66,0.0593,0.883,69.9
juny,jng,IGNIS,2,28,0.059,0.878,69.8
MnM,bot,PCS,2,39,0.0588,0.874,69.7
NOMA,mid,LPLOL,2,53,0.0587,0.873,69.7
Adam,top,LEC,1,76,0.058,0.862,69.6
sarolu,jng,CBLOLA,2,41,0.0576,0.858,69.5
Vortum,top,LPLOL,2,54,0.0574,0.853,69.5
Winn1,top,PCL,2,26,0.0574,0.854,69.5
Septico1,top,EBL,2,55,0.0562,0.836,69.2
lolo,mid,CBLOLA,2,51,0.0559,0.831,69.2
Leave,bot,LDL,2,89,0.0556,0.827,69.1
XBY,jng,LDL,2,63,0.0556,0.827,69.1
Himmel,mid,VCS,2,26,0.0553,0.822,69.0
sheer,top,LPL,1,52,0.0548,0.814,68.9
Oscure,sup,LVP SL,2,58,0.0545,0.81,68.9
Brance,bot,CBLOL,2,64,0.054,0.803,68.8
Grevthar,mid,CBLOL,2,64,0.054,0.803,68.8
Wako,bot,PCS,2,64,0.054,0.804,68.8
Wayne,bot,LCKC,2,69,0.054,0.803,68.8
fNb,top,CBLOL,2,64,0.054,0.803,68.8
LIMIT,sup,PRM,2,38,0.0539,0.802,68.8
JP6RU8,top,PCL,2,32,0.0538,0.8,68.7
Ka1ser,mid,PCL,2,44,0.0538,0.8,68.7
scuro,bot,CBLOLA,2,29,0.0529,0.786,68.5
Eika,mid,LFL,2,50,0.0528,0.786,68.5
Climber,jng,LDL,2,69,0.0523,0.778,68.4
Nuo,top,LDL,2,69,0.0523,0.778,68.4
Zap,sup,LDL,2,69,0.0523,0.778,68.4
xqw,mid,LDL,2,69,0.0523,0.778,68.4
Manel,sup,CBLOLA,2,33,0.052,0.773,68.4
Cloud,sup,LAS,2,78,0.0514,0.765,68.2
Gaeul,jng,PCL,2,67,0.0514,0.765,68.2
danny1018,top,PCL,2,67,0.0514,0.765,68.2
Aikawa,bot,CBLOLA,2,57,0.0512,0.761,68.2
Hoon,top,TCL,2,71,0.0512,0.761,68.2
JimieN,mid,PCS,2,67,0.0511,0.761,68.2
UNF0RGIVEN,bot,TCL,2,41,0.0511,0.76,68.2
nicolaiy,jng,LIT,2,28,0.0506,0.753,68.1
Array,bot,NACL,2,62,0.0504,0.75,68.0
Crisp,sup,LPL,1,129,0.0497,0.739,67.9
Jerry,sup,LDL,2,76,0.0496,0.738,67.8
cute,bot,LDL,2,76,0.0496,0.738,67.8
Diamond,sup,NACL,2,64,0.0488,0.725,67.7
Faisal,top,NACL,2,64,0.0488,0.725,67.7
Kenvi,jng,NACL,2,64,0.0488,0.725,67.7
Sahira,mid,EBL,2,31,0.0488,0.725,67.7
BioPanther,top,LCO,2,60,0.0486,0.722,67.6
Haeri,mid,LCO,2,60,0.0486,0.722,67.6
Niles,top,NACL,2,41,0.0486,0.722,67.6
Violet,bot,LCO,2,60,0.0486,0.722,67.6
Knighter,mid,ESLOL,2,40,0.048,0.713,67.5
1mmeta1s,sup,PCL,2,43,0.0479,0.712,67.5
Efias,sup,LIT,2,61,0.0478,0.71,67.4
Empyros,top,LIT,2,61,0.0478,0.71,67.4
Pyshiro,bot,VCS,2,27,0.0478,0.711,67.5
SlowQ,mid,LIT,2,61,0.0478,0.71,67.4
