name,short,region,location,org,is_disbanded,renamed_to
Smoking Hot Candies,SHCS,SEA,Malaysia,,1,
SN CyberCore Esports,SCBC,Asia Pacific,Vietnam,,0,
Snake Esports,SS,China,China,Snake Esports (Organization),1,LNG Esports
Snake Honor Esports,SHE,China,China,Snake Esports (Organization),1,
Snake WuDu,SWD,China,,Snake Esports (Organization),1,LNG Academy
SNOGARD Dragons,SNO,Europe,Germany,,1,
SNOOZE Esports,SNZ,EMEA,Luxembourg,,0,
Snowman Slammers,SNOW,North America,,,1,
SolaFide Esports,SF,North America,,,1,
SolarWind,SOL,CIS,Europe,,1,
Solary,SLY,EMEA,France,Solary (Organization),0,
Solary Academy,SLYA,EMEA,France,Solary (Organization),0,
Solary Eclipse,SLYE,EMEA,France,,0,
Solary Legends,SLY.L,Europe,France,Solary (Organization),1,
Solwing Esports,sW,Europe,,,1,Aethra Esports
Sons of Tzu Gaming,TZU,Brazil,Brazil,,1,
Soul's Heart Esport,SHE,EMEA,Netherlands,,1,
Sour Savoury,SrS,Europe,United Kingdom,,1,
SOVEJA,SVJ,Europe,Romania,,1,
Sovereign,SVR,SEA,Singapore,,1,
Sovereign Black,SVB,SEA,Singapore,,1,Sovereign
Sølvkikkert Esports,SØK,Europe,Denmark,,1,Ventus Esports
Sørby eSport,SE,EMEA,Denmark,,0,
Space eSports,SPE,LAN,Mexico,,1,
Spain5,SP5,Europe,Spain,,1,
Spandauer Inferno,SPIN,Europe,Germany,,1,
Spartans EU,SPAR,EMEA,,,0,
Sparx Esports,SPX,Europe,Switzerland,,1,
SPAXFAMILY,SPXF,EMEA,Slovakia,,1,
Spear Gaming,SPG,Korea,South Korea,,1,
Spectacled Bears,SB,Americas,Peru,,1,
SPGeSports,SPG,Europe,Switzerland,,1,
Sphere Esports,SPH,Brazil,Brazil,,0,
Spicy Gorillas,SCG,EMEA,,,1,
SPIKE Syndicate,SPK,EMEA,Slovenia,,0,
Spinebusters E-Sport,SP,EMEA,Germany,,1,
Spirit Blossom,SB,North America,Peru,,0,
Spirit Esports,SPT,EMEA,,,1,
Spirit Quartz Gaming,SQG,Asia Pacific,Japan,,1,
Spirituals,STS,North America,Colombia,,0,
Split Raiders,STR,Europe,Croatia,,1,
Splyce,SPY,Europe,Canada,Splyce (Organization),1,MAD Lions
Splyce Vipers,SVP,Europe,Canada,Splyce (Organization),1,
Sponge Gaming,SG7,Asia Pacific,Taiwan,,0,
spongecord prime,SPNG,EMEA,Austria,,0,
Sport Boys Association,SBA,Latin America,Peru,,1,
Sportia Khore,SPK,EMEA,Spain,,1,
Sprout,SPT,EMEA,Germany,,1,
Spy Dolphins,SD,LAS,Chile,,1,
SQUARE,SQ,Korea,South Korea,,1,
Square Duck,SQUA,North America,North America,,1,
Srdce nehasnou,SN,Europe,Czech Republic,,1,
St. Clair College,SCC,North America,,,0,
St. Cloud State University,SCSU,North America,,,0,
Stade Tunisien Esports,ST,EMEA,Tunisia,,1,
Stand Point Gaming,SPG,China,China,,1,
STAR,STAR,CIS,Russia,,1,
Stardust,STD,Korea,South Korea,,1,APK Prince
Starlan Gaming Club,SGC,Europe,,,1,
Starlan Gaming Club Academy,SGC.A,Europe,,,1,
Stars,Stars,Europe,Europe,,1,
StarTale,ST,Korea,South Korea,,1,
State University of New York at Buffalo,UB,North America,,,0,
Steak Frites,SDF,North America,,,1,
Steelwolves Gaia,XSW,SEA,Philippines,,1,
Stellae Gaming,STE,Brazil,Brazil,,1,INTZ
Steve Bakes Cookies,STEV,Europe,Europe,,1,
Stone Movistar,STM,Latin America,Argentina,,1,
StoneHenge Esports,SHE,EMEA,Italy,,0,
STOPWATCH eSports,STW,EMEA,Czech Republic,,1,
Storm,STR,North America,United States,,1,
Storm Games Clan,SGC,Europe,Slovakia,,1,
Storm Teams (樹德暴風樹),STT,Asia Pacific,Taiwan,,1,
Stormbringers,STB,EMEA,Spain,,1,
StormMedia Fajnie Mieć Skład,FMS,EMEA,Poland,,1,
STRAT Esport,STRAT,Europe,France,,1,
STRAW,STRAW,EMEA,Italy,,1,
Straw Hat Crew,SHC,Americas,,,1,
Striking Vipers,SV,North America,United States,,1,
Striking Vipers Champions,SVC,North America,United States,,1,
Striking Vipers Maestros,SVM,North America,United States,,1,
STXP,STXP,North America,,,1,
SU Esports,SU,EMEA,Turkey,,0,
Submarines,SMR,LMS,Taiwan,,1,
Submarino Stars,SUB,Brazil,Brazil,,1,
Sudden Fear,SF,Oceania,Australia,,1,
Summon Aery,SA,MENA,Lebanon,,1,
Suning,SN,China,China,Suning (Organization),1,
Suning-S,SNS,China,China,Suning (Organization),1,
Suns Gos Hawk,SGH,LMS,Taiwan,,1,
SunSister ReUnion,SSR,Japan,Japan,,1,
SUPA HOT CREW,SHC,Europe,Europe,,1,
Supay Gaming,SGM,Latin America,Chile,,1,
Super Nova Academy,SN.A,North America,North America,SUPERNOVA (Organization),1,
Super Nova Sentinels,SN.S,North America,,SUPERNOVA (Organization),1,
Super Star Destroyers,SSD,Vietnam,Vietnam,Sky Gaming (Organization),1,
Super Sunshine Fruit Basket Warriors,SSFW,North America,,,1,
SuperEsports (超競學院),SE,LMS,Taiwan,,1,
SuperHype Gaming,SHG,SEA,Vietnam,,1,
SuperMassive Academy,SUP.A,Turkey,Turkey,SuperMassive eSports (Organization),1,SuperMassive Blaze Academy
SuperMassive Blaze,SMB,EMEA,,SuperMassive eSports (Organization),1,Papara SuperMassive
SuperMassive Blaze Academy,SMB.A,Turkey,,SuperMassive eSports (Organization),1,
SuperMassive TNG,SUP TNG,Turkey,Turkey,SuperMassive eSports (Organization),1,
SuperNitro1,SN1,Europe,Poland,,1,
Supernova,SN,North America,North America,SUPERNOVA (Organization),0,
Supernova Comets,SNC,EMEA,North America,,1,
SuperStar,SS,Korea,South Korea,,1,
Supremacy,SY,Europe,France,,1,
Synthetic Esports,SYN,North America,,,1,
Szata Maga,SM,Europe,Poland,,1,
Szaty Bobra,BG,EMEA,Poland,,1,
Szef+6,S6,EMEA,Poland,,1,
T Show,TSW,Brazil,Brazil,,1,
T.Bear Gaming,TBG,China,China,,1,Suning
T1,T1,Korea,South Korea,T1 (Organization),0,
T1 Esports Academy,T1.EA,Korea,South Korea,T1 (Organization),0,
T1 Esports Academy Rookies,T1.R,Korea,South Korea,T1 (Organization),0,
T3H Esports,T3H,Europe,United Kingdom,,1,
Taco Gaming,TG,North America,,,1,
Tainted Minds,TM,Oceania,Australia,Tainted Minds (Organization),1,
Tainted Minds Blue,TM.B,Oceania,,Tainted Minds (Organization),1,
Taipei Assassins,TPA,LMS,Taiwan,Taipei Assassins (Organization),1,
Taipei Berserkers,TPB,LMS,Taiwan,Taipei Assassins (Organization),1,
Taipei Bravo,TPB,Asia Pacific,Taiwan,,1,
Taipei Snipers,TPS,LMS,Taiwan,Taipei Assassins (Organization),1,
Tan Chi Sa Gaming,TCS,China,China,,1,
Tan'i eSports,TNI,EMEA,Spain,,0,
Tan'i eSports CZ,TNI,EMEA,Spain,,1,
Tatoo,Tatoo,Korea,South Korea,,1,Young Boss
Taurus Esports,TAU,EMEA,Spain,,1,
TBA,TBA,North America,,,1,
TCM Gaming,TCM,Europe,United Kingdom,,1,
TDC Esports,TDC,EMEA,Spain,,1,
Team 58ers,58ers,Brazil,Brazil,,1,
Team 7AM,7AM,EMEA,Europe,Team 7AM (Organization),1,
Team 7AM Academy,7AM.A,Europe,Europe,Team 7AM (Organization),1,
Team 8,T8,North America,North America,,1,
Team Acer,ACER,Europe,Germany,,1,
Team Acer Poland,ACER.PL,Europe,Poland,,1,
Team Afro,AFR,LMS,Taiwan,Team Afro (Organization),1,
Team Amazigh,AMZ,EMEA,Tunisia,,1,
Team Ambition,TA,North America,,,1,
Team Ambition Black,TAB,North America,,,1,
Team Ambition Red,TAR,North America,,,1,
Team Ambition Sussy,TAS,North America,,,1,
Team Amelia,AML,Europe,Italy,,1,
Team Amibition Blaze,TAB,North America,,,1,
Team ANG,ANG,LAN,Peru,,1,
Team Anomaly Breaker,TAB,Americas,,,1,
Team Arcade,TA,Europe,Netherlands,,1,
Team Arena Online,TAO,North America,North America,,1,Team Dragon Knights
Team Ares,TAR,North America,,,1,
Team Ascent,ACT,Europe,Poland,,1,
Team Astral Poke,TAP,North America,,,1,
Team Atlantis,ATL,Europe,Lithuania,Team Atlantis (Organization),1,
Team Atlantis Baltics,ATL.B,Europe,Lithuania,Team Atlantis (Organization),1,
Team AURORA,AUR,Turkey,Turkey,Team AURORA (Organization),1,
Team AURORA Academy,AUR.A,Turkey,Turkey,Team AURORA (Organization),1,
Team awp,AWP,Brazil,Brazil,,1,
Team Axelent69,69,EMEA,,,1,
Team Aze,AZE,Latin America,Mexico,,1,
Team BattleComics,BtC,Korea,South Korea,,1,
Team BDS,BDS,EMEA,Switzerland,,1,Shifters
Team BDS Academy,BDSA,EMEA,Switzerland,,1,
Team BDS Valkyries,BDSV,EMEA,Switzerland,,1,
Team Black,BLK,Europe,Netherlands,,1,
Team BLACK,BLACK,Europe,Europe,,1,
Team BlackEye,TBE,Japan,Japan,,1,
Team Bliss,TB,Asia Pacific,Australia,,1,
Team Brickz,BKZ,North America,,,1,
Team Cappadocia,CAP,Turkey,Turkey,,1,
Team Charon,CHRN,Korea,South Korea,,1,
Team Clarity,CLR,North America,,,1,
Team Cloud Drake,CLD,North America,,,1,
Team Coachify,CFY,North America,,,1,
Team Coast,CST,North America,North America,Team Coast (Organization),1,
Team Coast Gold,CST Gold,Europe,Europe,Team Coast (Organization),1,
Team Confusion,CONF,North America,United States,,1,
Team Corgi,CRG,SEA,Singapore,,1,
Team Curse,CRS,North America,North America,,1,Team Liquid
Team Curse Europe,CEU,Europe,,,1,Team LoLPro
Team Curse OCE,CRS.O,Oceania,North America,,1,
Team Dark,Dark,Korea,South Korea,,1,
Team Death Knights,TDK,North America,,,1,
Team DeftFox,DFX,Europe,Germany,,1,
Team Differential,Diff,CIS,Russia,,1,
Team Dignitas EU,DEU,Europe,United Kingdom,,1,
Team Dignitas OCE,d OCE,Oceania,United Kingdom,,1,
Team Dignitas UK,d UK,Europe,United Kingdom,,1,
Team Dizzy,DZY,North America,,,1,
Team DK,DK,China,China,,1,
Team DPD,DPD,Europe,,,1,
Team Dragon Knights,TDK,North America,North America,,1,
Team du Sud,TDS,EMEA,France,,1,
Team Dynamic,DYN,North America,North America,,1,
Team Dynamics,DYN,Korea,South Korea,Team Dynamics (Organization),1,Nongshim RedForce
Team Dynamics Academy,DYN.A,Korea,South Korea,Team Dynamics (Organization),1,Nongshim RedForce Academy
Team Dynasty,Dynasty,Europe,Greece,,1,
Team E Turner,TET,North America,,,1,
Team EasyFix Co-Hop,EFC,Europe,,,1,
Team Echo Zulu,EZ,Europe,Netherlands,,1,The Agency
Team Echo Zulu Tribe,EZT,Europe,,,1,Echo Zulu Domme Jongens
Team Eloblade,ELOB,Europe,Europe,,1,
Team Empire,EMP,CIS,Russia,,1,
Team Empire,EMP,SEA,Malaysia,,1,Axis Empire
Team EnVyUs,NV,North America,United States,,1,
Team ESCA Gaming,ESCA,EMEA,Poland,,1,
Team ESCA Gaming Female,ESCA.F,Europe,Poland,,1,
Team Evermeet,ET,Americas,Uruguay,,1,
Team Exile5,X5,Oceania,Australia,,1,
Team EYA,EYA,EMEA,France,,1,
Team Falcons,FLC,EMEA,Saudi Arabia,,1,
Team FeaR,FR,North America,United States,,1,
Team Fighter,TF,China,China,,1,EDward Gaming Youth Team
Team Fire,Fire,International,,,0,
Team Fish Taco,TACO,North America,United States,,1,
Team Flash,FL,SEA,Singapore,Team Flash (Organization),1,
Team Flash,TF,Asia Pacific,Singapore,Team Flash (Organization),1,
Team Flux,FLUX,Europe,,,1,
Team Forge,4G,Europe,Italy,Team Forge (Organization),1,
Team Forge Academy,4GA,Europe,Italy,Team Forge (Organization),1,
Team Forge Ichnos,4GI,Europe,Italy,Team Forge (Organization),1,
Team Fracture,TF,North America,,,1,
Team FragZone,FZ,Europe,Denmark,,1,
Team Front,TF,North America,United States,,1,
Team Frostbite,TFB,North America,North America,,1,
Team Furca,FA,Europe,Czech Republic,,1,
Team Fusion,FSN,North America,North America,,1,
Team gamed!de,GDE,Europe,Germany,,1,
Team Gates,TG,North America,United States,,1,
Team Genesis,GEN,Brazil,Brazil,,1,
Team Genji,Genji,Europe,Greece,,1,
Team GMask,GMK,EMEA,Spain,,1,
Team GO,GO,EMEA,France,,1,
Team GO Aurora,GOA,EMEA,France,,1,
TEAM GR1,GR1,EMEA,Poland,,1,
Team Green Forest,TGF,North America,North America,,1,
Team Heretics,TH,EMEA,Spain,,0,
Team Heretics Academy,HRTS,EMEA,Spain,,0,
Team Hex,HEX,MENA,,,1,
Team High Ground,THG,EMEA,France,,0,
Team Horizon Reapers,THR,Europe,,,1,
Team Hunters,TH,Korea,South Korea,,1,
Team Hurricane,TH,China,China,,1,
Team Ice,Ice,International,,,0,
Team Imagine,IMG,North America,North America,,1,
Team Immunity,IM,Oceania,Australia,,1,
Team Impulse,TIP,North America,North America,,1,
Team Infamous,IFM,Europe,,,1,
Team Infernal Drake,INF,North America,,,1,
Team Infinite,IFN,SEA,Thailand,,1,
Team Infused,INF,Europe,United Kingdom,,1,
Team Innova,i9,Brazil,Brazil,,1,
Team Insidious,IN5,EMEA,Greece,,1,
Team Just,TJ,CIS,Russia,Team Just (Organization),1,
Team Just Alpha,Just A,CIS,Russia,Team Just (Organization),1,
Team Just Challenger,TJ.C,CIS,Russia,Team Just (Organization),1,Team Just Ice
Team Just Ice,J.ICE,CIS,Russia,Team Just (Organization),1,
Team Kamikaze,KMZ,Japan,Japan,,1,
Team King,KNG,China,China,,1,
Team KTHXBAI,KTHXBAI,SEA,Malaysia,,1,
Team KungFu,TKF,China,China,,1,
Team Legion,LgN,North America,United States,,1,
Team Legion,TL,Europe,France,,1,
Team Legion,TLG,EMEA,Greece,,1,
Team Liquid,TL,North America,Netherlands,Team Liquid (Organization),0,
Team Liquid Academy,TL.A,North America,Netherlands,Team Liquid (Organization),1,Team Liquid Challengers
Team Liquid Challengers,TLC,Americas,Netherlands,Team Liquid (Organization),1,
Team Liquid First,TLF,North America,Netherlands,Team Liquid (Organization),1,
Team Livemore,LM,China,China,,1,
Team LoL Cave,TLC,LAS,Argentina,Team LoL Cave (Organization),1,
Team LoLPro,PRO,North America,North America,,1,
Team Majesty,MAJ,MENA,Tunisia,,1,
Team Manila Eagles,TME,SEA,Philippines,,1,
Team Matrix,MTRX,North America,United States,,1,
Team MCES,MCES,Europe,France,Team MCES (Organization),1,
Team MCES Academy,MCES.A,Europe,France,Team MCES (Organization),1,
Team MegashocK,TMsK,Europe,Germany,,1,
Team Meliora,TML,EMEA,Czech Republic,,1,
Team Mentality,TMT,EMEA,Germany,,1,
Team Mist,TM,LMS,Taiwan,,1,
Team Mistral,MTL,Europe,France,,1,
Team MoonZone,MZ,Europe,,,1,
Team Moops,MPS,Europe,Czech Republic,,1,
Team Mountain Drake,MTN,North America,,,1,
Team MRN,MRN,North America,United States,,1,
Team Mythic,MTH,EMEA,Greece,,1,
Team NB,NB,Korea,South Korea,,1,
Team Nerotec,NTC,Europe,,,1,The Plan
Team Nevo,NVO,Europe,United Kingdom,,1,
Team No Limit,TnL,LMS,Hong Kong,,1,
Team NomNom,NOMN,North America,,,1,Cloud9
Team Nv,Nv,Oceania,Australia,,1,
Team nxl,NXL,SEA,Indonesia,,1,
Team Occupy,OPY,MENA,Egypt,,1,
Team Ocean Drake,OCN,North America,,,1,
Team Omniscius H,TOSH,EMEA,Germany,,1,HNVR Esports
Team oNe eSports,ONE,Brazil,Brazil,,1,Los Grandes
Team One Shot,ONE,Europe,,,1,
Team OP,OP,Korea,South Korea,,1,
Team Oplon,OPL,Europe,France,,1,
TEAM ORANGE,TO,China,China,,1,
Team Orion,ORN,LMS,,,1,
Team Orora,Orora,Turkey,Turkey,Team AURORA (Organization),1,
Team Overclockers UK,OUK,Europe,United Kingdom,,1,
Team Ozone Cutie Monsters,OZCM,SEA,Vietnam,,1,
Team Pending,TBA,North America,,,1,
Team Phantasma,TP,EMEA,Greece,,0,
Team Phantasma Community,TPC,Europe,Greece,,1,
Team Phoenix,PHX,China,China,,1,
Team Phoenix,PHX,EMEA,Turkey,,0,
Team PHZ,PHZ,Europe,Finland,,1,
Team Pinnacle,TP,China,China,,1,
Team Pique Sel,PXXL,EMEA,,,1,
Team Plague,PLG,EMEA,Hungary,,1,
Team Plink,CAT,North America,,,1,Team E Turner
Team Proioxis,PRS,SEA,Singapore,,1,
Team Property,prOp,Europe,Sweden,,1,
Team QLASH Academy,QLS,Europe,Italy,,1,
Team Queso,TQ,Europe,Spain,Team Queso (Organization),1,
Team Quetzal,QzL,Latin America,Mexico,,1,
Team Rapid,RPD,North America,,,1,
Team Refuse,RFS,EMEA,Greece,,0,
Team Regicide,RGC,Oceania,Australia,,1,
Team Retric,Retric,Europe,Greece,,1,
Team Revive,Revive,Europe,Europe,,1,
Team Rift,RFT,EMEA,Germany,,0,
Team Rigel,Rigel,SEA,Singapore,,1,
Team Riverside,TRS,Europe,Germany,,1,
Team RM,RM,China,China,,1,
Team ROCCAT,ROC,Europe,Germany,,1,
Team ROCK,ROCK,Europe,Poland,,1,
Team Rocket,TR,Europe,Greece,,1,
Team SalsaLoL,TSL,Europe,Spain,,1,
Team Same Mordeczki,TSM,Europe,Poland,,1,
Team Sampi,SMP,EMEA,Czech Republic,,1,
Team Samsara,TSR,North America,United States,,0,
Team Secret,TS,Asia Pacific,Europe,,1,Team Secret Whales
Team Secret Academy,TS.A,Vietnam,Europe,,1,Team Secret Whales Academy
Team Secret Whales,TSW,Asia Pacific,Vietnam,,0,
Team Server-Forge,SF,Europe,Germany,,1,
Team Singularity,SNG,Europe,Denmark,Team Singularity (Organization),1,
Team Sky,SKY,North America,North America,,1,
Team Solid,TSS,Brazil,Brazil,,0,
Team Solo Mebdi,TSM,Europe,,,1,
Team SoloMid Evo,TSM.E,North America,United States,TSM (Organization),1,
Team Spawn Peek,TSP,EMEA,Germany,,1,Elysion Esports
Team Spirit,TSPT,CIS,Russia,,1,
Team Summon,TS,North America,United States,,1,
Team Sypher,Sypher,Europe,Belgium,,1,
Team Tempest,TMP,North America,North America,,1,
Team Terrigen,TG,SEA,Thailand,,1,Sinelight
Team THRLL,TRL,Europe,,Team THRLL (Organization),1,
Team THRLL Academy,TRL.A,Europe,,Team THRLL (Organization),1,
Team Tony Top,TTT,North America,,,1,
Team TowerDiveTV,TDTV,North America,,,1,
Team Turquality,TT,Turkey,Turkey,Team Turquality (Organization),1,
Team Turquality RED,TT RED,Turkey,Turkey,Team Turquality (Organization),1,
Team Ultra Vires,TUV,Europe,Lithuania,,1,
Team United,United,Brazil,Brazil,,1,
Team UNiTY,UNIT,EMEA,Slovakia,,1,
Team Universe,UNI,Europe,Czech Republic,,1,
Team Valiant,VLT,EMEA,France,,1,
Team Vitality,VIT,EMEA,France,Team Vitality (Organization),0,
Team Vitality Academy,VIT.A,Europe,France,Team Vitality (Organization),1,Vitality.Bee
Team Vulcun,VUL,North America,United States,,1,XDG Gaming
Team W3,W3,China,China,Team WE (Organization),1,
Team WE,WE,China,China,Team WE (Organization),0,
Team WE Academy,WE.A,China,,Team WE (Organization),0,
Team WE Dreams,WED,China,China,Team WE (Organization),1,
Team WE Future,WEF,China,China,Team WE (Organization),1,Mighty Eagle
Team WeForge,WFE,Europe,France,,1,
Team Whales,TW,Asia Pacific,Vietnam,,1,Team Secret Whales
Team WinFakt,WinFakt,Europe,Belgium,,1,
Team WK,WK,MENA,Oman,,1,
team xo,XO,North America,,,1,
Team Yetti,TY,LMS,South Korea,,1,
Team YOLO,YOLO,North America,,,1,
Team Zan,ZAN,Japan,Japan,,1,
Team Zoose,TZ,North America,,,1,
TEAM4NOT,4N,North America,Canada,TEAM4NOT (Organization),1,
TEAM4NOT,4N,Oceania,Australia,TEAM4NOT (Organization),1,
TeamHopeLess,THL,LMS,Taiwan,,1,
Teamless,TEAM,Europe,Europe,,1,
Teamless Revenge,TRV,North America,,,1,
TeamOrangeGaming,TOG,EMEA,Germany,,0,
TeamOrangeGaming Academy,TOGA,EMEA,Germany,,0,
Tech Titans,7T,LAS,Argentina,,1,
Tectonic,TTC,Oceania,Australia,Tectonic (Organization),1,
Tectonic Academy,TTA,Oceania,Australia,Tectonic (Organization),1,
Tempered Fate,TF,Europe,,,1,
Tempest Gaming,TPG,Americas,,,1,
Tempo Storm,TS,North America,North America,,1,
TES,TES,Asia Pacific,Hong Kong,,1,
Tesla E-Sports,TeslaE,LAN,South America,,1,
Tesla Gaming,TSL,LAN,South America,,1,
Test Your Limits,TYL,Europe,Greece,,1,
Texas A&amp;M University,TAM,North America,,,0,
TFK,TFK,Latin America,Colombia,,1,
The Agency,AGC,EMEA,,,1,
The Bandits,BAN,EMEA,Netherlands,,0,
The Black Lotus,TBL,MENA,Morocco,,1,
The Black Magic,TBM,MENA,,,1,
The Boys: Attorneys at Law,ESQ,North America,,,1,
The Brunch Club,TBC,North America,North America,,1,
The Cheese Chasers,NPC,North America,,,1,
The Chiefs Black,CFB,Oceania,Australia,,1,
The Expendables,EXP,North America,,,1,
The Final Tribe,TFT,EMEA,Sweden,,0,
The Forbidden Five,TFF,EMEA,,,1,SU Esports
The Fox Sound,TFS,Europe,Europe,,1,
The French Zoo,ZOO,Europe,,,1,
The Gulls Esports,TGL,EMEA,Italy,,0,
The Kings,TK,Latin America,Mexico,,1,
The Kings Academy,TK.A,Latin America,Mexico,,1,The Kings Moon
The Kings Moon,TKM,Latin America,Mexico,,1,
The Krusty Krew,TKC,North America,,,1,
The Largest Salary,TLS,CIS,,,1,
The Last Dance,TLD,North America,,,1,
The Last Monk,TLM,EMEA,Spain,,1,
The League of Extraordinary Monsters,LXM,North America,,,1,
The Longest Yard,TLY,North America,,,1,
The Mighty Midgets,THE,Europe,Poland,,1,
The Nameless,NE,North America,,,1,
The Natives,TNT,SEA,Thailand,,1,
The New Kings,TNK,Brazil,Argentina,,0,
The Northern Front,TNF,North America,,,1,
The Pack,TPK,North America,,,1,
The ParadOx Invaders,TPX,EMEA,Greece,,0,
The Plan,TP,Europe,Slovenia,,1,
The RED,RED,CIS,Russia,,1,
The Salad Bar,TSB,North America,North America,,1,
The Secret Club,TSC,EMEA,Croatia,,0,
The Spawn Esports,SPN,Europe,Cyprus,,1,
The Tower,TT,Europe,Italy,,1,
The Walking Zed,TWZ,North America,North America,,1,
The Wigglets,WGIT,North America,,,1,
Third Party,3P,Americas,,,1,
Thirsty Chinchillas,TCH,SEA,Singapore,,1,
Thunder Awaken,TA,Latin America,Peru,,1,
ThunderBot SPARTA,TBS,Europe,France,,1,
Thunderclouds E-Sports,TC,MENA,Tunisia,,1,
ThunderFlash,TFH,EMEA,Poland,,1,
ThunderoBot Gaming,TRG,China,China,,1,
ThunderTalk Gaming,TT,China,China,,0,
ThunderTalk Gaming Young,TT.Y,China,China,,0,
ThunderX3 Baskonia,BKN,Europe,Spain,,1,
THUNDR Esports,TDR,EMEA,Sweden,,1,
Tick Trick and Duck,TTD,Europe,Europe,,1,
Tigris eSports,TIG,Europe,Germany,,1,
Tiktok Tony Top,TONY,North America,,,1,Team Tony Top
Till Dawn,TDW,SEA,Thailand,,1,
Timeforce,TF,Asia Pacific,,,1,
Timeout Esports,TO,Europe,,,1,
Timeout Esports Academy,TO.A,Europe,,,1,
Tindastóll,TND,Europe,Iceland,,1,
Titan Catipay,TC,China,China,Wings of Aurora (Organization),1,
TITANS,TTS,EMEA,Italy,,0,
TITANS ESPORTS,TITANS,CIS,Russia,,1,
Titans Gaming Center,TGC,MENA,Kuwait,,0,
TKA E-Sports,TKA,Europe,Austria,,1,
TLN Pirates,TLNP,EMEA,France,,0,
TM Gaming,tM,Oceania,Australia,,1,Tectonic
TNC Pro Team,TNC,SEA,Philippines,,1,
TNU Eagle (東南飛鷹),TNU,Asia Pacific,Taiwan,,1,
Tồ Gaming,TG,Vietnam,Vietnam,,1,
To The Arena,TTA,North America,,,1,
Together Esports,TE,Europe,Poland,,1,H34T Esports
Tomorrow Esports,TMR,Americas,Mexico,,1,
Tongtex Suns (東泰太陽),TS,Asia Pacific,Taiwan,,1,
Tony Parker Adéquat Academy,TPAA,EMEA,France,,1,
TOOOLS esports,OOO,Europe,Spain,,1,
Top Dog Gaming,TDG,North America,North America,,1,
Top Esports,TES,China,China,Topsports Gaming (Organization),0,
Top Esports Challenger,TES.C,China,,Topsports Gaming (Organization),0,
TopHard Esports,TH,Latin America,Costa Rica,,1,
ToxicFalcons eSports,TF,Europe,Netherlands,ToxicFalcons eSports (Organization),1,Aethra Esports
ToxicFalcons eSports Belgium,TF.BE,Europe,Netherlands,ToxicFalcons eSports (Organization),1,Aethra Esports Belgium
ToxicFalcons Oldschool,TF.OS,Europe,Netherlands,ToxicFalcons eSports (Organization),1,Aethra Esports Oldschool
TQ DURPA KASHLQ,TQD,EMEA,Bulgaria,,0,
TrainHard eSport,TH,Europe,France,,1,
Trance's Tyrants,TTS,North America,,,1,
Tricked Esport,TRC,Europe,Denmark,,1,
Tricksters,TRX,CIS,Russia,,1,
Trident Esports,TRI,Asia Pacific,Australia,,0,
Trinity,TRY,Asia Pacific,Thailand,,1,
Triple Esports,TRP,EMEA,Saudi Arabia,,1,
Triumphant Song Gaming,TSG,China,China,Triumphant Song Gaming (Organization),1,
Tropa Raizen,TRZ,Americas,Brazil,,1,
True eSport,TeS,Europe,Italy,,1,
TSM,TSM,North America,United States,TSM (Organization),1,
TSM Academy,TSM.A,North America,United States,TSM (Organization),1,TSM Challengers
TSM Amateur,TSM.Am,North America,United States,TSM (Organization),1,
TSM Challengers,TSMC,North America,United States,TSM (Organization),1,
TSM Darkness,TSD,North America,United States,TSM (Organization),1,Elomingle
Tt Dragons Taiwan,TTD,LMS,Taiwan,,1,
Tt eSPORTS Dragons,TTD,Europe,Germany,,1,
TT willhaben,TTW,EMEA,Austria,,1,
Tu Papá Esports,TPA,Brazil,Peru,,0,
Tundra Gaming,TDG,Europe,,,1,
Turing eSports,TS,Europe,Lithuania,,1,
Twareg Esports,TRG,EMEA,Morocco,,1,
TWELVE,12,China,China,,1,
Twisted Minds,TWIS,EMEA,Saudi Arabia,,1,
Two-eyed Monsters,2eM,Japan,Japan,,1,
TWOTWOEIGHT,228,LMS,Hong Kong,,1,
TyLoo,TL,China,China,,1,
U Rage QuiT,URQ,LAS,Argentina,,1,Rock Solid (Argentina Team)
U4RIA Nerium,U4,North America,,,1,
UB Alma Mater,UB,EMEA,Spain,,0,
UCAM Esports,UCAM,EMEA,Spain,UCAM Esports (Organization),0,
UCAM Esports Academy,UCAM.A,EMEA,Spain,UCAM Esports (Organization),1,
UCAM Penguins,UCAM,Europe,Spain,UCAM Penguins (Organization),1,UCAM Esports Club
UCAM Penguins Academy,UCAM.A,Europe,,UCAM Penguins (Organization),1,UCAM Esports Club Academy
UCAM University Esports,UCAM,EMEA,Spain,UCAM Esports (Organization),0,
UCXD,UCXD,North America,,,1,
Ukrainian Glory Team,UGT,EMEA,Ukraine,,1,
ULF Esports,ULF,EMEA,Turkey,,1,
Ultimate Gaming,ULT,SEA,Thailand,,1,
Ultimate Senpai,USP,SEA,Thailand,,1,
Ultra Prime,UP,China,China,,0,
Ultra Prime Academy,UPA,China,China,,1,
Umbra Collective,UC,North America,United States,,1,
Umbra Divinus Gaming,UDG,Europe,Greece,,1,
Undead Gaming,UBK,Americas,Argentina,,1,
Underdog,UDG,SEA,Thailand,,1,
Underworld Esports,UW,EMEA,Italy,,1,
Unfazed Esport,UFZ,Europe,Switzerland,,1,
Unicorns of Love,UOL,Europe,Germany,Unicorns of Love (Organization),1,Unicorns of Love.CIS
