player_id,position,league,tier,games,winrate,操作,运营,心态,指挥,体质,适应力,总评,逆风局数,翻盘率,英雄池,_boxz,_impz,_resid,teams,年龄
Kiin,top,LCK,1,144,0.785,71.2,64.8,67.0,76.1,58.8,70.6,77.9,14,0.214,33,0.685,4.158,2.744,Gen.G,25
Chovy,mid,LCK,1,136,0.787,76.1,70.2,67.1,68.4,58.5,58.1,77.7,14,0.214,22,1.029,3.687,1.992,Gen.G,23
Canyon,jng,LCK,1,144,0.785,65.4,60.2,65.1,73.1,51.6,60.6,77.6,14,0.214,23,0.421,4.158,2.943,Gen.G,23
Peyz,bot,LCK,1,135,0.785,62.3,68.0,64.7,55.7,61.3,57.8,77.1,14,0.214,18,0.526,3.617,2.66,Gen.G,19
Lehends,sup,LCK,1,142,0.768,60.5,49.9,66.8,76.9,46.3,57.2,76.5,16,0.188,19,0.162,3.557,2.8,Gen.G|Nongshim RedForce,26
Elk,bot,LPL,1,145,0.724,66.9,60.7,46.6,70.9,46.1,51.9,76.3,4,0.0,17,0.303,3.322,2.598,Bilibili Gaming,23
Knight,mid,LPL,1,145,0.724,65.9,60.9,50.4,73.0,50.1,68.3,76.3,4,0.0,26,0.304,3.322,2.279,Bilibili Gaming,24
Hasu7,top,PCL,2,64,0.922,71.1,49.2,46.9,69.0,41.5,60.1,76.2,2,0.0,16,0.224,3.369,3.504,CTBC Flying Oyster Academy,18
Kino,sup,PCL,2,64,0.922,62.6,52.2,56.0,78.8,47.2,55.9,76.2,2,0.0,15,0.196,3.369,3.386,CTBC Flying Oyster Academy,26
Hermes,bot,PCL,2,64,0.922,68.5,47.6,51.8,66.2,60.1,60.6,76.1,2,0.0,16,0.171,3.369,3.364,CTBC Flying Oyster Academy,18
Keria,sup,LCK,1,176,0.642,79.7,58.2,52.1,56.2,54.9,76.5,75.9,12,0.083,34,1.027,2.582,1.254,T1,22
ON,sup,LPL,1,145,0.724,56.6,58.1,47.1,62.9,40.1,55.5,75.7,4,0.0,22,-0.015,3.322,2.751,Bilibili Gaming,21
SkewMond,jng,LFL,2,94,0.766,66.3,60.4,67.0,63.8,46.9,56.1,75.1,6,0.333,18,0.436,2.747,2.671,Team BDS Academy,20
Bin,top,LPL,1,145,0.724,47.7,53.7,49.8,64.5,43.9,57.6,75.1,4,0.0,17,-0.271,3.322,2.843,Bilibili Gaming,21
Keduii,bot,LFL,2,94,0.766,63.7,61.7,63.1,77.5,52.1,58.7,75.0,6,0.333,18,0.379,2.747,2.491,Team BDS Academy,24
Reeker,mid,LFL,2,93,0.774,66.6,57.4,63.3,75.8,50.1,71.7,75.0,6,0.333,30,0.37,2.747,2.894,Team BDS Academy,23
Viper,bot,LCK,1,136,0.669,71.3,60.8,60.2,70.5,38.9,55.0,74.8,12,0.167,18,0.53,2.546,1.722,Hanwha Life Esports,24
Parus,sup,LFL,2,97,0.753,64.6,56.2,59.7,60.5,59.6,63.7,74.8,8,0.25,21,0.308,2.747,2.61,Team BDS Academy,21
Hype,bot,LCKC,2,130,0.7,65.7,64.6,69.7,63.6,51.3,52.4,74.7,16,0.438,16,0.542,2.499,2.058,HANJIN BRION|KT Rolster Challengers,21
JNX,top,LFL,2,98,0.755,63.7,64.0,64.4,79.6,66.4,65.3,74.7,6,0.333,24,0.455,2.591,2.385,Team BDS|Team BDS Academy,26
Zeus,top,LCK,1,176,0.642,71.7,55.5,52.6,60.7,59.5,67.0,74.7,12,0.083,29,0.443,2.582,1.649,T1,22
JunJia,jng,PCS,15,99,0.697,68.9,63.5,49.0,62.8,59.0,59.6,74.3,4,0.0,20,0.444,2.451,2.045,PSG Talon,22
Zeka,mid,LCK,1,136,0.669,64.0,60.2,61.8,61.9,43.7,48.4,74.3,12,0.167,16,0.34,2.546,1.633,Hanwha Life Esports,22
Husha,jng,PCS,15,74,0.743,72.1,57.3,40.6,67.6,60.5,53.5,74.2,9,0.0,16,0.412,2.457,2.085,Beyond Gaming|CTBC Flying Oyster Academy,23
369,top,LPL,1,136,0.676,70.8,52.2,46.2,66.0,41.9,56.2,74.2,4,0.0,20,0.267,2.566,1.78,Top Esports,23
Meiko,sup,LPL,1,136,0.676,67.4,54.9,47.9,74.3,48.6,65.6,74.0,4,0.0,22,0.206,2.566,1.931,Top Esports,26
HamBak,jng,LCKC,2,132,0.697,61.6,56.1,68.2,72.3,63.2,51.8,74.0,16,0.438,16,0.323,2.473,2.489,HANJIN BRION|KT Rolster Challengers,22
Caliste,bot,LFL,2,87,0.678,71.0,61.0,58.8,54.3,63.7,63.6,73.9,8,0.25,19,0.594,2.211,1.7,Karmine Corp Blue,18
Quad,mid,LCS,1,90,0.667,73.0,56.6,72.4,57.2,46.7,60.1,73.9,14,0.357,19,0.722,2.125,0.995,FlyQuest|FlyQuest NZXT,22
Peanut,jng,LCK,1,124,0.677,57.1,63.4,62.3,76.7,47.0,48.7,73.9,10,0.1,20,0.222,2.524,1.767,Hanwha Life Esports,26
Delight,sup,LCK,1,136,0.669,59.1,59.1,60.8,61.4,42.1,52.0,73.8,12,0.167,19,0.156,2.546,1.955,Hanwha Life Esports,22
Doran,top,LCK,1,124,0.677,61.9,56.1,53.8,66.4,51.2,64.3,73.7,10,0.1,21,0.152,2.524,1.841,Hanwha Life Esports,23
Oner,jng,LCK,1,175,0.634,67.1,54.9,57.4,60.4,51.9,53.4,73.6,12,0.083,22,0.339,2.356,1.534,T1,22
Creme,mid,LPL,1,136,0.676,60.8,51.6,47.5,59.2,50.3,50.8,73.4,4,0.0,15,-0.001,2.566,1.92,Top Esports,21
Fleshy,sup,LFL,2,86,0.674,64.8,62.5,55.8,70.0,53.9,53.8,73.2,8,0.25,17,0.375,2.211,1.971,Karmine Corp Blue,24
Betty,bot,PCS,15,108,0.676,66.8,63.2,50.6,71.4,56.3,60.2,73.1,5,0.0,16,0.384,2.195,2.006,Chinese Taipei (National Team)|PSG Talon,24
Yuuji,jng,NACL,2,76,0.737,67.0,57.2,71.1,69.5,61.8,62.3,73.1,7,0.429,18,0.47,2.106,1.912,Dragonsteel|Maryville University,22
Zinie,mid,LCKC,2,116,0.716,66.5,55.3,67.3,61.0,50.4,53.8,73.1,16,0.375,19,0.409,2.175,2.156,KT Rolster|KT Rolster Challengers,19
JackeyLove,bot,LPL,1,136,0.676,52.8,58.4,46.1,73.0,51.2,46.3,73.1,4,0.0,16,-0.085,2.566,2.276,Top Esports,24
Kiaya,top,VCS,15,98,0.684,73.4,70.6,69.6,61.2,56.3,57.3,73.0,16,0.312,18,0.931,1.719,0.882,GAM Esports,23
BrokenBlade,top,LEC,1,115,0.687,61.4,60.3,73.8,67.6,65.2,70.1,73.0,17,0.412,30,0.356,2.181,1.392,G2 Esports,24
Caps,mid,LEC,1,115,0.687,67.7,51.0,72.9,71.8,57.9,64.4,73.0,17,0.412,24,0.364,2.181,1.324,G2 Esports,25
Way,sup,LCKC,2,118,0.703,65.5,62.0,72.4,68.0,47.5,66.9,72.9,15,0.4,25,0.529,2.028,1.615,KT Rolster Challengers,24
Yike,jng,LEC,1,115,0.687,64.5,55.7,72.3,69.4,51.7,60.8,72.9,17,0.412,21,0.328,2.181,1.399,G2 Esports,24
Faker,mid,LCK,1,176,0.642,53.1,49.8,54.4,79.2,38.5,56.5,72.9,12,0.083,24,-0.173,2.582,2.069,T1,28
Guigs,sup,CBLOLA,3,72,0.736,64.8,64.3,66.3,75.0,77.3,70.7,72.8,13,0.538,26,0.525,1.991,2.072,paiN Gaming Academy,25
Azhi,top,PCS,15,108,0.676,66.0,62.0,45.4,69.1,48.9,55.0,72.8,5,0.0,20,0.291,2.195,2.117,Chinese Taipei (National Team)|PSG Talon,23
Hans Sama,bot,LEC,1,115,0.687,65.0,50.1,73.9,73.5,65.5,58.3,72.8,17,0.412,20,0.305,2.181,1.601,G2 Esports,25
Gumayusi,bot,LCK,1,177,0.638,53.0,57.3,52.2,63.7,39.5,57.9,72.8,12,0.083,22,-0.049,2.476,2.167,T1,22
Zyko,sup,NACL,2,76,0.737,62.4,58.3,72.8,69.4,46.6,58.3,72.7,7,0.429,16,0.38,2.106,1.855,Dragonsteel|Maryville University,24
Maple,mid,PCS,15,108,0.676,60.4,58.2,52.7,78.2,54.4,61.3,72.4,5,0.0,20,0.165,2.195,2.383,Chinese Taipei (National Team)|PSG Talon,27
DasheR,mid,LJL,15,93,0.688,67.0,62.1,59.2,74.8,47.2,56.1,72.3,16,0.188,19,0.459,1.928,1.735,Fukuoka SoftBank HAWKS gaming,26
Woody,sup,PCS,15,108,0.676,61.3,59.2,47.7,76.3,51.0,64.0,72.3,5,0.0,20,0.137,2.195,2.294,Chinese Taipei (National Team)|PSG Talon,26
Spirax,mid,NACL,2,76,0.737,61.1,56.3,68.7,66.5,47.6,60.8,72.3,7,0.429,19,0.254,2.106,2.259,Dragonsteel|Maryville University,
Tian,jng,LPL,1,136,0.676,39.2,60.6,49.8,73.3,50.5,58.2,72.2,4,0.0,21,-0.321,2.566,2.247,Top Esports,24
Garden,mid,LAS,3,73,0.685,65.1,62.2,66.2,55.9,50.6,54.1,72.1,13,0.385,13,0.466,1.881,1.937,Dplus Kia Academy,17
Tatu,jng,CBLOLA,3,72,0.736,59.6,62.2,63.9,58.4,63.6,58.7,72.1,13,0.538,16,0.351,1.991,2.196,paiN Gaming Academy,18
Giyuu,mid,AL,3,81,0.679,70.7,66.7,69.9,66.5,47.6,53.0,71.9,8,0.5,16,0.764,1.614,1.201,Geekay Esports,23
HARPOON,bot,UL,2,126,0.69,68.3,59.0,61.8,53.1,42.6,54.9,71.9,14,0.286,19,0.422,1.888,1.541,Zero Tenacity,19
Marvin,bot,CBLOLA,3,72,0.736,56.7,60.2,72.2,59.4,67.2,63.9,71.9,13,0.538,19,0.301,1.991,2.502,paiN Gaming Academy,19
Mikyx,sup,LEC,1,115,0.687,51.4,54.6,71.7,73.5,73.7,57.0,71.9,17,0.412,20,0.06,2.181,1.729,G2 Esports,26
Xun,jng,LPL,1,119,0.714,50.8,50.2,45.6,64.5,42.9,55.9,71.9,4,0.0,18,-0.276,2.46,2.122,Bilibili Gaming,22
ScaryJerry,bot,NACL,2,74,0.73,63.7,59.7,65.5,66.8,42.6,56.7,71.8,7,0.429,16,0.359,1.919,1.64,Dragonsteel|Maryville University,22
Forest,jng,LJL,15,93,0.688,65.7,55.9,61.6,64.6,52.7,48.8,71.8,16,0.188,15,0.344,1.928,1.598,Fukuoka SoftBank HAWKS gaming,23
Qats,mid,CBLOLA,3,72,0.736,56.4,59.2,69.5,64.3,57.1,50.2,71.8,13,0.538,13,0.259,1.991,2.35,paiN Gaming Academy,21
Summit,top,LLA,15,80,0.688,75.5,62.5,46.2,74.4,45.6,58.4,71.7,5,0.0,18,0.613,1.679,1.189,Movistar R7,26
Zkai,top,PCL,2,55,0.764,74.6,52.9,45.2,55.3,66.1,49.7,71.7,5,0.0,13,0.467,1.798,1.492,PSG Talon Academy,20
Siwoo,top,LCKC,2,136,0.647,62.8,59.5,61.4,57.5,51.8,59.6,71.7,22,0.227,23,0.323,1.925,1.792,Dplus Kia|Dplus Kia Challengers,17
Maynter,top,LFL,2,87,0.678,50.5,58.9,54.6,77.2,63.6,57.8,71.7,8,0.25,17,-0.04,2.211,2.512,Karmine Corp Blue,24
Vsta,sup,LJL,15,93,0.688,66.5,53.9,58.6,67.9,48.7,63.7,71.6,16,0.188,20,0.281,1.928,1.837,Fukuoka SoftBank HAWKS gaming,24
PowerOfEvil,mid,PRM,3,94,0.681,71.1,60.8,68.5,78.3,52.1,54.9,71.4,11,0.455,18,0.638,1.607,1.357,Eintracht Spandau,27
xin,jng,PCL,2,55,0.764,74.6,49.6,46.1,56.5,56.8,48.9,71.3,5,0.0,16,0.386,1.798,1.661,PSG Talon Academy,20
bluerzor,jng,UL,2,128,0.688,64.6,55.3,61.9,78.1,46.0,54.5,71.3,14,0.286,21,0.27,1.888,1.892,Zero Tenacity,25
Elio,sup,VCS,15,98,0.684,66.3,63.4,62.0,65.4,50.1,68.0,71.2,16,0.312,22,0.44,1.719,1.428,GAM Esports,24
Evi,top,LJL,15,93,0.688,61.7,58.1,55.8,79.3,47.2,61.8,71.2,16,0.188,22,0.194,1.928,1.929,Fukuoka SoftBank HAWKS gaming,29
Melonik,top,UL,2,124,0.685,71.2,52.1,56.3,66.9,44.5,66.9,71.1,13,0.231,29,0.377,1.757,1.546,Zero Tenacity,22
Saint,mid,LCKC,2,121,0.653,63.4,63.6,55.4,57.7,61.0,57.4,71.0,20,0.2,25,0.361,1.75,1.701,Dplus Kia Challengers,19
Marble,bot,LJL,15,93,0.688,56.8,58.8,58.7,62.6,58.6,52.5,71.0,16,0.188,15,0.136,1.928,1.986,Fukuoka SoftBank HAWKS gaming,22
SeNBon,mid,PCL,2,55,0.764,70.2,55.6,46.4,74.8,41.7,50.5,70.9,5,0.0,13,0.275,1.798,1.862,PSG Talon Academy,24
Erdote,sup,UL,2,128,0.688,58.4,54.2,67.7,72.7,52.5,45.0,70.9,14,0.286,17,0.176,1.888,1.839,Zero Tenacity,25
Levi,jng,VCS,15,98,0.684,60.6,65.4,65.1,78.1,46.6,59.2,70.8,16,0.312,20,0.367,1.719,1.353,GAM Esports,29
Dehaste,mid,AL,3,80,0.688,54.6,54.1,53.0,76.4,52.1,51.9,70.8,14,0.214,17,-0.009,2.018,2.733,Nigma Galaxy|Team Axelent69,24
Fun K3y,bot,PRM,3,94,0.681,67.5,57.2,69.1,74.4,54.1,54.3,70.7,11,0.455,17,0.462,1.607,1.714,Eintracht Spandau,25
Kofte,mid,UL,2,113,0.699,63.7,53.6,59.8,72.7,46.1,57.5,70.7,10,0.3,23,0.197,1.835,2.001,Zero Tenacity,23
Aria,mid,LJL,15,81,0.691,72.7,61.6,45.1,66.6,46.0,60.6,70.6,11,0.0,17,0.477,1.583,1.316,DetonatioN FocusMe,24
Daglas,jng,LEC,1,103,0.621,68.0,49.3,66.6,44.7,63.3,59.4,70.5,16,0.25,23,0.386,1.64,0.908,Team Vitality|Vitality.Bee,19
HongQ,mid,PCL,2,39,0.846,72.1,56.5,60.2,54.9,46.4,61.5,70.4,2,0.0,14,0.472,1.555,1.332,CTBC Flying Oyster|CTBC Flying Oyster Academy,17
Stend,sup,LFL,2,91,0.648,61.7,63.7,57.1,62.3,61.1,62.3,70.4,15,0.2,20,0.34,1.664,1.429,Vitality.Bee,23
Lilipp,sup,PRM,3,94,0.681,63.7,58.7,68.2,67.3,54.0,66.6,70.4,11,0.455,24,0.398,1.607,1.726,Eintracht Spandau,23
Prever,jng,LAS,3,73,0.685,56.6,54.3,61.1,60.1,41.4,50.0,70.4,13,0.385,16,0.064,1.881,2.422,Dplus Kia Academy,20
Morttheus,bot,CBLOLA,3,71,0.676,62.1,68.1,57.6,63.8,51.4,59.4,70.3,13,0.231,15,0.416,1.578,1.739,Vivo Keyd Stars Academy,22
Rise,bot,LDL,2,54,0.593,57.8,63.8,41.7,67.2,69.5,49.6,70.3,0,0.0,11,0.164,1.789,1.709,Weibo Gaming Youth Team,22
Jackspektra,bot,LVP SL,2,84,0.69,66.7,54.4,61.9,74.3,53.5,54.1,70.3,10,0.3,16,0.348,1.636,1.354,Team Heretics Academy,24
Color,top,LIT,3,79,0.684,67.2,61.2,54.0,73.0,58.5,61.8,70.2,11,0.091,21,0.389,1.587,1.711,Macko Esports,24
Xerxe,jng,LVP SL,2,84,0.69,60.9,62.0,63.5,77.4,56.5,61.7,70.2,10,0.3,22,0.331,1.636,1.54,Team Heretics Academy,25
TNS,sup,PCL,2,55,0.764,64.6,52.3,45.0,59.7,71.0,51.3,70.2,5,0.0,13,0.132,1.798,1.791,PSG Talon Academy,22
Thomas,sup,EBL,3,53,0.717,70.1,59.0,63.3,55.0,70.1,56.4,70.1,5,0.4,15,0.537,1.441,1.313,BeFive|Team Axelent69|Veni Vidi Vici,21
OMON,mid,LFL2,2,60,0.717,67.4,56.1,65.4,60.9,52.7,59.3,70.1,14,0.429,19,0.399,1.562,1.428,Ici Japon Corp. Esport,21
Bong,top,AL,3,81,0.679,61.9,57.0,67.5,70.3,57.5,59.0,70.1,8,0.5,20,0.338,1.614,1.815,Geekay Esports,23
Thumb,sup,LAS,3,55,0.691,65.8,69.4,66.9,49.2,42.8,56.2,70.0,9,0.444,15,0.576,1.396,1.2,Dplus Kia Academy,17
Ackerman,sup,LLA,15,74,0.662,71.2,61.3,70.6,49.5,39.0,60.3,70.0,7,0.429,20,0.64,1.34,0.783,Estral Esports,22
Dekap,sup,AL,3,81,0.679,62.2,58.8,66.6,71.5,44.1,66.6,70.0,8,0.5,20,0.311,1.614,1.852,Geekay Esports,24
Leo,bot,AL,3,81,0.679,54.2,66.5,69.4,72.6,44.2,61.4,70.0,8,0.5,19,0.3,1.614,1.959,Geekay Esports,24
Jaehyuk,top,LAS,3,65,0.692,51.4,63.3,63.9,60.3,50.7,50.5,70.0,13,0.385,15,0.144,1.756,2.265,Dplus Kia Academy,17
Aspire,top,LDL,2,62,0.726,50.6,60.5,42.2,70.5,68.2,47.8,70.0,0,0.0,10,-0.059,1.916,2.205,EDG Youth Team,22
Time,jng,IC,3,35,0.743,67.9,55.9,55.5,63.4,72.0,55.9,69.9,4,0.25,13,0.441,1.489,1.438,GIANTX iTero|Veni Vidi Vici|WLGaming Esports,22
Harp,sup,LJL,15,81,0.691,69.0,54.5,48.1,60.0,50.7,73.4,69.9,11,0.0,25,0.315,1.583,1.415,DetonatioN FocusMe,23
Sharvel,jng,LCKC,2,121,0.653,53.2,61.4,61.5,58.3,57.2,51.1,69.9,20,0.2,16,0.128,1.75,1.896,Dplus Kia Challengers,17
Abbedagge,mid,LFL,2,47,0.723,65.4,60.2,61.9,75.2,48.3,53.7,69.8,4,0.5,11,0.451,1.468,1.252,Karmine Corp Blue,25
Srtty,top,NACL,2,72,0.681,66.5,58.3,67.0,64.3,39.9,62.2,69.8,10,0.5,18,0.448,1.462,1.14,FlyQuest NZXT,22
SPOOKY,jng,HM,3,99,0.707,66.3,57.7,51.7,76.0,38.5,59.8,69.8,13,0.231,20,0.252,1.62,1.848,Entropiq,25
Deadly,bot,LFL2,2,60,0.717,64.6,56.2,65.8,76.9,51.3,58.6,69.8,14,0.429,17,0.327,1.562,1.298,Ici Japon Corp. Esport,25
Pooh,sup,LAS,3,77,0.714,60.0,58.9,59.1,55.9,46.8,61.7,69.8,15,0.267,18,0.192,1.682,2.105,HANJIN BRION Academy,19
Elramir,jng,AL,3,81,0.679,55.8,62.6,66.6,75.9,49.2,48.1,69.8,8,0.5,14,0.263,1.614,1.826,Geekay Esports,25
Jopa,bot,LFL,2,91,0.648,60.2,57.6,59.1,59.8,53.0,66.8,69.8,15,0.2,22,0.212,1.664,1.526,Vitality.Bee,21
many,mid,HM,3,99,0.707,69.4,50.7,53.2,61.0,43.0,49.0,69.7,13,0.231,14,0.247,1.62,1.883,Entropiq,21
Strode,bot,HM,3,99,0.707,65.0,53.2,61.6,56.0,48.7,59.4,69.7,13,0.231,18,0.245,1.62,2.047,Entropiq,19
Czajek,mid,LFL,2,91,0.648,58.3,54.7,62.8,63.6,57.5,68.7,69.7,15,0.2,28,0.186,1.664,1.809,Vitality.Bee,21
Shernfire,jng,LCO,15,61,0.721,76.6,48.0,58.0,71.6,56.1,60.4,69.6,9,0.222,19,0.576,1.321,0.711,Ground Zero Gaming,26
Adiogs,mid,PCL,2,27,0.963,68.9,53.7,49.2,62.8,37.6,54.4,69.6,0,0.0,11,0.234,1.611,1.686,CTBC Flying Oyster Academy,21
Yutapon,bot,LJL,15,81,0.691,63.6,59.3,45.9,78.6,54.6,60.8,69.5,11,0.0,17,0.242,1.583,1.479,DetonatioN FocusMe,28
tyrin,top,CBLOLA,3,71,0.676,60.0,62.8,55.9,70.8,51.7,64.7,69.5,13,0.231,20,0.241,1.578,1.897,Vivo Keyd Stars Academy,23
Casting,top,LCKC,2,127,0.669,54.2,60.9,64.4,62.4,52.5,56.3,69.5,16,0.375,18,0.159,1.649,1.668,KT Rolster|KT Rolster Challengers,21
Leemas,bot,LCO,15,63,0.73,69.3,53.4,60.1,62.1,62.8,66.4,69.4,9,0.222,20,0.383,1.448,1.168,Ground Zero Gaming,
Lotuss,jng,LIT,3,79,0.684,60.8,60.3,50.8,70.3,55.7,61.7,69.4,11,0.091,20,0.21,1.587,1.859,Macko Esports,23
Hadess,jng,LFL2,2,60,0.717,58.1,58.5,70.5,77.5,56.5,49.5,69.4,14,0.429,12,0.238,1.562,1.562,Ici Japon Corp. Esport,25
Vaynedeta,bot,GLL,3,74,0.716,68.9,59.5,49.0,67.1,53.1,52.4,69.3,7,0.143,15,0.385,1.433,1.574,Team Phantasma,23
denyk,sup,HM,3,99,0.707,61.5,55.6,54.3,79.3,52.0,60.2,69.3,13,0.231,20,0.15,1.62,2.077,Entropiq,29
Vertigo,top,PRM,3,94,0.681,55.6,55.4,71.0,63.5,54.6,61.1,69.3,11,0.455,23,0.174,1.607,2.026,Eintracht Spandau,21
1Jiang,top,PCS,15,97,0.608,68.2,60.1,50.0,53.2,58.4,55.1,69.2,12,0.083,17,0.351,1.45,1.225,Frank Esports,21
Own3r,jng,LPLOL,3,48,0.771,73.5,54.5,68.9,72.5,39.6,55.7,69.2,6,0.5,15,0.614,1.222,0.874,EGN Esports,25
whiteinn,sup,LVP SL,2,84,0.69,57.8,54.7,60.8,68.1,55.1,48.6,69.2,10,0.3,15,0.118,1.636,1.635,Team Heretics Academy,24
Carlsen,top,LVP SL,2,84,0.69,57.7,53.7,61.2,56.8,57.6,62.6,69.2,10,0.3,24,0.125,1.636,1.691,Team Heretics Academy,19
Kati,mid,VCS,15,83,0.614,66.6,62.0,70.2,68.0,66.7,57.6,69.1,19,0.316,19,0.536,1.276,0.893,MGN Vikings Esports,25
Dotmm,bot,PCL,2,55,0.764,55.8,53.9,43.8,68.9,50.0,53.8,69.1,5,0.0,15,-0.109,1.798,2.005,PSG Talon Academy,
Robocop,top,HM,3,99,0.707,54.4,58.4,59.8,74.7,46.3,49.8,68.9,13,0.231,15,0.077,1.62,2.172,Entropiq,24
Yeon,bot,LCS,1,88,0.614,73.0,52.6,59.2,58.4,77.9,51.8,68.8,8,0.125,15,0.5,1.261,0.627,Team Liquid,23
Levy,bot,LAS,3,77,0.714,47.4,61.8,56.7,59.6,61.5,56.8,68.8,15,0.267,16,-0.027,1.682,2.53,HANJIN BRION Academy,17
Naak Nako,top,LFL,2,91,0.648,54.5,53.3,61.4,58.1,49.8,62.6,68.8,15,0.2,21,-0.005,1.664,1.867,Vitality.Bee,19
Kisee,mid,CBLOLA,3,76,0.658,65.0,63.6,61.7,54.8,55.8,65.5,68.7,13,0.231,25,0.504,1.239,1.051,Ground Zero Gaming|Vivo Keyd Stars Academy,21
113,jng,LFL,2,68,0.662,62.3,53.3,62.0,55.5,51.6,51.3,68.5,6,0.333,17,0.179,1.477,1.533,BK ROG Esports|Karmine Corp Blue,20
Telas,sup,CBLOLA,3,71,0.676,51.2,61.1,57.5,56.3,44.3,60.5,68.5,13,0.231,18,0.05,1.578,2.155,Vivo Keyd Stars Academy,20
Ycx,sup,LDL,2,66,0.697,58.2,53.8,41.5,69.6,59.2,60.3,68.5,0,0.0,17,-0.076,1.683,1.89,EDG Youth Team,24
ADD,top,LRN,3,43,0.791,62.3,59.7,55.7,77.1,49.8,59.3,68.4,7,0.429,16,0.247,1.4,1.651,Fuego,26
