player_id,position,league,tier,games,winrate,操作,运营,心态,指挥,体质,适应力,总评,逆风局数,翻盘率,英雄池,_boxz,_impz,_resid,teams,年龄
Rise,bot,LDL,2,54,0.593,57.8,63.8,41.7,67.2,69.5,49.6,70.3,0,0.0,11,0.164,1.789,1.709,Weibo Gaming Youth Team,22
Aspire,top,LDL,2,62,0.726,50.6,60.5,42.2,70.5,68.2,47.8,70.0,0,0.0,10,-0.059,1.916,2.205,EDG Youth Team,22
Ycx,sup,LDL,2,66,0.697,58.2,53.8,41.5,69.6,59.2,60.3,68.5,0,0.0,17,-0.076,1.683,1.89,EDG Youth Team,24
pinz,mid,LDL,2,21,0.81,55.4,59.9,50.1,68.1,60.4,53.8,68.0,0,0.0,8,0.04,1.514,1.803,Weibo Gaming Youth Team,22
Renard,mid,LDL,2,59,0.712,51.9,65.0,42.7,57.7,60.1,50.2,67.6,0,0.0,14,0.051,1.441,1.702,EDG Youth Team,20
Coward,jng,LDL,2,61,0.721,52.2,56.0,42.3,65.3,65.2,47.5,67.6,0,0.0,11,-0.147,1.601,2.038,EDG Youth Team,
PandaC,top,LDL,2,28,0.679,50.4,55.5,45.6,64.1,64.8,54.6,65.0,0,0.0,10,-0.12,1.231,1.513,Royal Club|Weibo Gaming Youth Team,
Leave,bot,LDL,2,89,0.596,57.4,62.4,45.6,61.4,48.7,48.5,62.8,0,0.0,14,0.039,0.827,0.828,EDG Youth Team|EDward Gaming,22
Climber,jng,LDL,2,69,0.609,50.5,67.3,41.6,50.4,53.8,59.6,62.8,0,0.0,18,0.092,0.778,0.845,LGD Gaming Young Team,20
cute,bot,LDL,2,76,0.566,51.0,68.1,48.1,60.4,59.9,56.7,62.4,0,0.0,14,0.09,0.738,0.681,Invictus Gaming Young,
Jerry,sup,LDL,2,76,0.566,53.7,63.9,48.0,57.0,63.4,59.7,62.4,0,0.0,16,0.095,0.738,0.708,Invictus Gaming Young,23
Zap,sup,LDL,2,69,0.609,58.8,62.2,42.4,62.9,47.6,64.6,62.3,0,0.0,21,0.032,0.778,0.817,LGD Gaming Young Team,
Nuo,top,LDL,2,69,0.609,52.4,60.1,40.5,59.9,48.9,50.6,61.9,0,0.0,11,-0.037,0.778,0.919,LGD Gaming Young Team,
xqw,mid,LDL,2,69,0.609,55.6,51.8,41.7,58.1,62.9,55.7,61.7,0,0.0,15,-0.064,0.778,1.04,LGD Gaming Young Team,21
XBY,jng,LDL,2,63,0.556,51.2,56.0,47.2,53.3,39.1,59.5,61.0,0,0.0,17,-0.21,0.827,1.24,Royal Club|Royal Never Give Up,19
