player_id,position,league,tier,games,impact_raw,impact_z,impact_100
Tyr,sup,DDH,2,58,0.2153,4.12,81.5
Gavotto,bot,DDH,2,60,0.2028,3.88,81.4
Mataz,jng,DDH,2,59,0.195,3.731,81.3
Ke,sup,LDL,2,110,0.194,3.712,81.3
winnie,jng,CU,2,147,0.1935,3.702,81.3
BeryL,sup,LCK,1,147,0.1883,3.603,81.3
Canyon,jng,LCK,1,147,0.1883,3.603,81.3
Khan,top,LCK,1,147,0.1883,3.603,81.3
ShowMaker,mid,LCK,1,147,0.1883,3.603,81.3
5fire,mid,BIG,2,101,0.184,3.52,81.3
Ghost,bot,LCK,1,137,0.1828,3.497,81.2
Hanabi,top,PCS,2,87,0.1712,3.274,81.1
Kaiwing,sup,PCS,2,87,0.1712,3.274,81.1
Maple,mid,PCS,2,87,0.1712,3.274,81.1
River,jng,PCS,2,87,0.1712,3.274,81.1
Unified,bot,PCS,2,67,0.1688,3.23,81.1
Ming,sup,LPL,1,139,0.1639,3.136,81.0
Jiejie,jng,LPL,1,116,0.163,3.118,81.0
Big,sup,BIG,2,85,0.1603,3.066,80.9
Value,bot,BIG,2,85,0.1603,3.066,80.9
Lwx,bot,LPL,1,123,0.1556,2.976,80.9
Flandre,top,LPL,1,121,0.1547,2.959,80.8
Meiko,sup,LPL,1,121,0.1547,2.959,80.8
Scout,mid,LPL,1,121,0.1547,2.959,80.8
Viper,bot,LPL,1,121,0.1547,2.959,80.8
Cryin,mid,LPL,1,142,0.1502,2.873,80.7
jiang,bot,LDL,2,87,0.1474,2.818,80.7
Care,mid,LDL,2,108,0.1472,2.815,80.7
GALA,bot,LPL,1,142,0.1464,2.8,80.6
Wei,jng,LPL,1,142,0.1464,2.8,80.6
Xiaohu,mid,LPL,1,142,0.1464,2.8,80.6
AnDa,jng,LCSA,2,143,0.1419,2.714,80.5
V1per,top,LCSA,2,143,0.1419,2.714,80.5
Xiaolaohu,top,LDL,2,101,0.141,2.697,80.5
Tuesday,mid,RCL,2,138,0.1375,2.63,80.4
Doinb,mid,LPL,1,119,0.1362,2.605,80.3
Qingtian,top,LDL,2,90,0.1355,2.591,80.3
Bie,sup,VCS,2,75,0.135,2.581,80.3
Kiaya,top,VCS,2,75,0.135,2.581,80.3
Kati,mid,VCS,2,72,0.1257,2.403,79.9
Shenyi,sup,LDL,2,94,0.1239,2.369,79.9
Tian,jng,LPL,1,97,0.1236,2.363,79.8
Daption,sup,CU,2,135,0.1224,2.341,79.8
Nuguri,top,LPL,1,108,0.1213,2.32,79.7
Keduii,bot,PRM,2,89,0.1192,2.279,79.6
Reeker,mid,PRM,2,89,0.1192,2.279,79.6
seaz,sup,PRM,2,89,0.1192,2.279,79.6
Dhokla,top,CU,2,127,0.1176,2.249,79.5
FIare,mid,DDH,2,43,0.117,2.236,79.5
Levi,jng,VCS,2,81,0.1164,2.226,79.5
Xing,bot,LDL,2,63,0.1138,2.177,79.3
Zven,bot,LCS,1,130,0.1131,2.162,79.3
Crisp,sup,LPL,1,108,0.1103,2.11,79.1
Zhuo,sup,LPL,1,95,0.1095,2.093,79.1
JackeyLove,bot,LPL,1,104,0.1086,2.077,79.0
Knight,mid,LPL,1,104,0.1086,2.077,79.0
Keria,sup,LCK,1,124,0.1085,2.075,79.0
Heng,jng,LDL,2,97,0.1079,2.063,78.9
Arrow,bot,CU,2,61,0.1073,2.052,78.9
Emp,mid,LHE,2,63,0.1072,2.05,78.9
Manolito,top,LHE,2,63,0.1072,2.05,78.9
Viciun,bot,LHE,2,63,0.1072,2.05,78.9
Cinkrof,jng,LFL,2,73,0.1067,2.041,78.9
SAKEN,mid,LFL,2,73,0.1067,2.041,78.9
Targamas,sup,LFL,2,73,0.1067,2.041,78.9
xMatty,bot,LFL,2,73,0.1067,2.041,78.9
XLB,jng,LDL,2,74,0.1065,2.037,78.9
Bradley,mid,RCL,2,95,0.106,2.026,78.8
Aquasonic,top,LMF,2,62,0.1059,2.025,78.8
Cepted,mid,LMF,2,62,0.1059,2.025,78.8
Nothing,bot,LMF,2,62,0.1059,2.025,78.8
Wiz,jng,LMF,2,62,0.1059,2.025,78.8
Jenkins,top,LCSA,2,74,0.1048,2.003,78.7
Husha,jng,PCS,2,78,0.1044,1.997,78.7
Kino,sup,PCS,2,78,0.1044,1.997,78.7
Kedaya,sup,LDL,2,68,0.1027,1.963,78.6
Lele,sup,LDL,2,70,0.1016,1.942,78.5
Doggo,bot,PCS,2,102,0.1012,1.935,78.4
Pridestalkr,jng,PRM,2,85,0.1004,1.919,78.4
Satorius,top,PRM,2,85,0.1004,1.919,78.4
Xiaobai,top,LDL,2,70,0.1003,1.917,78.4
Armao,jng,LCSA,2,97,0.0994,1.9,78.3
Wangxiao,mid,LDL,2,61,0.0982,1.877,78.2
Evi,top,LJL,2,65,0.0968,1.85,78.1
Steal,jng,LJL,2,65,0.0968,1.85,78.1
Yutapon,bot,LJL,2,65,0.0968,1.85,78.1
Bdd,mid,LCK,1,113,0.0954,1.824,77.9
Apollo,bot,CU,2,70,0.0945,1.805,77.8
Zeyzal,sup,CU,2,70,0.0945,1.805,77.8
Gadget,bot,PRM,2,82,0.0936,1.788,77.8
Artemis,bot,VCS,2,83,0.0933,1.784,77.7
Yado,mid,VCS,2,83,0.0933,1.784,77.7
Envyy,bot,LCKC,2,51,0.0925,1.768,77.7
Kael,sup,LCKC,2,51,0.0925,1.768,77.7
Lonely,top,LCKC,2,51,0.0925,1.768,77.7
Poome,sup,LCSA,2,103,0.0915,1.749,77.6
Faker,mid,LCK,1,103,0.0912,1.743,77.5
Smarty,sup,HC,2,60,0.0912,1.743,77.5
Sty1e,bot,VCS,2,50,0.091,1.739,77.5
Clid,jng,LCK,1,108,0.0908,1.736,77.5
Life,sup,LCK,1,116,0.0898,1.716,77.4
Ruler,bot,LCK,1,116,0.0898,1.716,77.4
Aria,mid,LJL,2,62,0.0895,1.71,77.3
Bolulu,mid,TCL,2,60,0.0891,1.702,77.3
Mojito,jng,TCL,2,60,0.0891,1.702,77.3
Zergsting,sup,TCL,2,60,0.0891,1.702,77.3
1116,mid,PCS,2,66,0.0885,1.691,77.2
Lover11,mid,LDL,2,105,0.0885,1.691,77.2
Pun,top,VCS,2,80,0.088,1.682,77.2
Aladoric,sup,LCO,2,66,0.0879,1.681,77.2
Liang,top,PCS,2,71,0.0879,1.679,77.2
Melonik,top,PRM,2,90,0.0879,1.68,77.2
Luger,bot,LCSA,2,97,0.0876,1.673,77.1
l3est16,jng,LDL,2,33,0.0875,1.672,77.1
kamilius,sup,PRM,2,87,0.0867,1.656,77.0
CRoNiiK,jng,NEXO,2,51,0.0855,1.634,76.9
EXIMUS,jng,LHE,2,48,0.0847,1.617,76.8
RonOP,sup,VCS,2,61,0.0845,1.614,76.8
Knedla,jng,HC,2,48,0.0841,1.607,76.7
Pride,top,NLC,2,79,0.0833,1.592,76.6
Danny,bot,LCS,1,107,0.0831,1.587,76.6
Alby,jng,BL,2,53,0.0827,1.579,76.6
Eyla,sup,LCSA,2,97,0.0827,1.581,76.6
Haeri,mid,LCSA,2,97,0.0827,1.581,76.6
Yeon,bot,LCSA,2,97,0.0827,1.581,76.6
Armut,top,LEC,1,92,0.0826,1.578,76.5
Carzzy,bot,LEC,1,92,0.0826,1.578,76.5
Elyoya,jng,LEC,1,92,0.0826,1.578,76.5
Humanoid,mid,LEC,1,92,0.0826,1.578,76.5
Kaiser,sup,LEC,1,92,0.0826,1.578,76.5
Photic,bot,LDL,2,53,0.0824,1.575,76.5
MAXI,jng,NLC,2,81,0.0822,1.571,76.5
Rhuckz,sup,NLC,2,81,0.0822,1.571,76.5
Oner,jng,LCK,1,60,0.0821,1.569,76.5
Xiamu,sup,LDL,2,124,0.0821,1.57,76.5
Agresivoo,top,LFL,2,75,0.0814,1.555,76.4
Jactroll,sup,LFL,2,75,0.0814,1.555,76.4
Sertuss,mid,LFL,2,75,0.0814,1.555,76.4
Shlatan,jng,LFL,2,75,0.0814,1.555,76.4
Woolite,bot,LFL,2,75,0.0814,1.555,76.4
Genthix,sup,LMF,2,30,0.081,1.548,76.4
Bolyy1,sup,NEXO,2,52,0.0807,1.541,76.3
Myrwn,top,NEXO,2,52,0.0807,1.541,76.3
Kruimel,mid,DL,2,46,0.0802,1.532,76.2
Niño Palo,bot,NEXO,2,51,0.0792,1.513,76.1
DuaLL,sup,LVP SL,2,46,0.0786,1.501,76.0
EGO,jng,VCS,2,40,0.0785,1.5,76.0
xiaocaobao,mid,LDL,2,95,0.0785,1.5,76.0
Venzer,bot,PRM,2,66,0.0782,1.495,76.0
Closer,jng,LCS,1,88,0.0775,1.481,75.9
FBI,bot,LCS,1,88,0.0775,1.481,75.9
Ssumday,top,LCS,1,88,0.0775,1.481,75.9
huhi,sup,LCS,1,88,0.0775,1.481,75.9
Feather,sup,LDL,2,100,0.077,1.471,75.8
Bounty,sup,CBLOLA,2,51,0.0756,1.445,75.6
Rascal,top,LCK,1,107,0.0752,1.437,75.5
Blaber,jng,LCS,1,127,0.0751,1.434,75.5
Fudge,top,LCS,1,127,0.0751,1.434,75.5
Perkz,mid,LCS,1,127,0.0751,1.434,75.5
Vulcan,sup,LCS,1,127,0.0751,1.434,75.5
Canna,top,LCK,1,105,0.075,1.433,75.5
Gorica,bot,CU,2,123,0.075,1.432,75.5
kubYD,sup,GLL,2,83,0.075,1.432,75.5
SAJATOR,mid,HM,2,69,0.0749,1.431,75.5
Sacrifice,jng,HM,2,69,0.0749,1.431,75.5
Advienne,sup,NLC,2,40,0.0747,1.428,75.5
Markoon,jng,NLC,2,40,0.0747,1.428,75.5
Zoom,top,LPL,1,85,0.0743,1.418,75.4
HAWHAW,mid,NLC,2,34,0.0733,1.4,75.3
Brona,sup,LAS,2,37,0.0728,1.391,75.2
Sangchu,bot,LAS,2,37,0.0728,1.391,75.2
Zika,top,LDL,2,82,0.0725,1.386,75.1
