player_id,position,league,tier,games,impact_raw,impact_z,impact_100
Crisp,sup,LPL,1,106,0.2108,3.152,81.0
Doinb,mid,LPL,1,106,0.2108,3.152,81.0
GimGoon,top,LPL,1,106,0.2108,3.152,81.0
Lwx,bot,LPL,1,106,0.2108,3.152,81.0
Tian,jng,LPL,1,106,0.2108,3.152,81.0
Frozen,top,TCL,2,106,0.2061,3.082,81.0
Clid,jng,LCK,1,137,0.1966,2.94,80.8
Faker,mid,LCK,1,136,0.1951,2.917,80.8
Teddy,bot,LCK,1,137,0.189,2.826,80.7
LokeN,bot,LPL,1,108,0.1848,2.763,80.6
Chovy,mid,LCK,1,105,0.1839,2.749,80.6
Mikyx,sup,LEC,1,85,0.1827,2.733,80.5
Khan,top,LCK,1,134,0.1803,2.696,80.5
Evi,top,LJL,2,59,0.1777,2.657,80.4
Gaeng,sup,LJL,2,59,0.1777,2.657,80.4
Steal,jng,LJL,2,59,0.1777,2.657,80.4
Yutapon,bot,LJL,2,59,0.1777,2.657,80.4
Snow,bot,LDL,2,69,0.1773,2.65,80.4
Morgan,top,LDL,2,59,0.176,2.632,80.4
Zeros,top,VCS,2,86,0.1685,2.519,80.2
Caps,mid,LEC,1,87,0.1682,2.515,80.2
Jankos,jng,LEC,1,87,0.1682,2.515,80.2
Perkz,bot,LEC,1,87,0.1682,2.515,80.2
Wunder,top,LEC,1,87,0.1682,2.515,80.2
Lehends,sup,LCK,1,107,0.1581,2.364,79.8
Ming,sup,LPL,1,107,0.1558,2.328,79.8
Xiaohu,mid,LPL,1,107,0.1558,2.328,79.8
koughi,jng,LHE,2,40,0.1472,2.201,79.4
xiaohan,jng,LDL,2,77,0.1467,2.193,79.4
705,top,LDL,2,97,0.1463,2.186,79.4
Luci,sup,CBLOL,2,60,0.1462,2.185,79.4
Baolan,sup,LPL,1,116,0.1447,2.163,79.3
Effort,sup,LCK,1,55,0.1446,2.161,79.3
JackeyLove,bot,LPL,1,122,0.1446,2.161,79.3
huanfeng,bot,LDL,2,110,0.1444,2.159,79.3
Keith,bot,LCSA,2,53,0.1423,2.127,79.2
Ruin,top,LCS,1,68,0.1409,2.105,79.1
Goku,mid,CBLOL,2,63,0.1375,2.056,78.9
Robo,top,CBLOL,2,63,0.1375,2.056,78.9
Shrimp,jng,CBLOL,2,63,0.1375,2.056,78.9
brTT,bot,CBLOL,2,63,0.1375,2.056,78.9
Ning,jng,LPL,1,105,0.1369,2.046,78.9
Afm,bot,LPLOL,2,56,0.1328,1.984,78.6
Own3r,jng,LPLOL,2,56,0.1328,1.984,78.6
Plasma,sup,LPLOL,2,56,0.1328,1.984,78.6
Xaky,mid,LPLOL,2,56,0.1328,1.984,78.6
Armut,top,TCL,2,60,0.1311,1.959,78.5
Closer,jng,TCL,2,60,0.1311,1.959,78.5
Rookie,mid,LPL,1,113,0.129,1.927,78.4
Tarzan,jng,LCK,1,101,0.1288,1.924,78.4
Viper,bot,LCK,1,101,0.1288,1.924,78.4
Bolulu,mid,TCL,2,61,0.1287,1.924,78.4
Sw0rd,top,LCK,1,76,0.1282,1.916,78.4
Ceros,mid,LJL,2,48,0.1278,1.909,78.3
XLB,jng,LDL,2,120,0.1248,1.865,78.1
Uzi,bot,LPL,1,88,0.1239,1.852,78.1
xMatty,bot,UKLC,2,64,0.1235,1.846,78.0
Rogue,mid,OPL,2,75,0.1212,1.811,77.9
Rekkles,bot,LEC,1,72,0.1206,1.802,77.8
ShowMaker,mid,LCK,1,120,0.1205,1.8,77.8
TheShy,top,LPL,1,112,0.1202,1.796,77.8
CoreJJ,sup,LCS,1,80,0.1199,1.791,77.8
Doublelift,bot,LCS,1,80,0.1199,1.791,77.8
Impact,top,LCS,1,80,0.1199,1.791,77.8
Jensen,mid,LCS,1,80,0.1199,1.791,77.8
Xmithie,jng,LCS,1,80,0.1199,1.791,77.8
Pure,sup,CK,2,73,0.1182,1.765,77.6
Hope,bot,LDL,2,69,0.1181,1.765,77.6
Nuguri,top,LCK,1,106,0.1181,1.764,77.6
Knight,mid,LPL,1,106,0.118,1.763,77.6
Comp,bot,LFL,2,51,0.117,1.748,77.6
Djoko,jng,LFL,2,51,0.117,1.748,77.6
Eika,mid,LFL,2,51,0.117,1.748,77.6
Steeelback,sup,LFL,2,51,0.117,1.748,77.6
Karsa,jng,LPL,1,102,0.1167,1.743,77.5
Kirei,jng,TCL,2,61,0.1166,1.742,77.5
Xx,jng,LPL,1,92,0.1162,1.735,77.5
Noble,jng,LDL,2,73,0.1137,1.699,77.3
BalKhan,jng,TCL,2,55,0.1133,1.693,77.3
Deft,bot,LCK,1,110,0.1128,1.685,77.2
369,top,LPL,1,91,0.1125,1.681,77.2
Only35,sup,TAL,2,56,0.1125,1.68,77.2
Nuclear,bot,LCK,1,119,0.1122,1.676,77.2
Broxah,jng,LEC,1,73,0.1117,1.669,77.1
Bwipo,top,LEC,1,73,0.1117,1.669,77.1
Hylissang,sup,LEC,1,73,0.1117,1.669,77.1
Nemesis,mid,LEC,1,73,0.1117,1.669,77.1
Ellam,sup,TCL,2,58,0.1111,1.66,77.1
fate,sup,LDL,2,102,0.1111,1.659,77.1
Cuce,top,TAL,2,51,0.1108,1.655,77.0
JNX,mid,EUM,2,24,0.1104,1.648,77.0
Diamond,sup,LCSA,2,49,0.11,1.643,77.0
Mimic,top,OPL,2,55,0.1091,1.629,76.9
Ryoma,mid,OPL,2,55,0.1091,1.629,76.9
BeryL,sup,LCK,1,89,0.1083,1.617,76.8
Grell,jng,LLA,2,58,0.1083,1.617,76.8
Only,jng,OPL,2,48,0.1081,1.615,76.8
Raes,bot,OPL,2,48,0.1081,1.615,76.8
MagiFelix,mid,UKLC,2,64,0.1075,1.605,76.7
Warangelus,bot,LLA,2,75,0.1054,1.574,76.5
Mayhem,top,DDH,2,91,0.1051,1.57,76.5
fabFabulous,top,TCL,2,48,0.1044,1.559,76.4
Wuming,mid,LDL,2,106,0.102,1.524,76.2
Goldenglue,mid,LCSA,2,50,0.1005,1.501,76.0
LukasNegro,top,LHE,2,24,0.1004,1.499,76.0
Eyla,sup,OPL,2,47,0.1001,1.494,76.0
Newbie,sup,LLA,2,54,0.1001,1.495,76.0
Parang,top,LLA,2,54,0.1001,1.495,76.0
Plugo,mid,LLA,2,54,0.1001,1.495,76.0
Sakura,mid,LDL,2,61,0.0997,1.489,75.9
Ruby,mid,CK,2,79,0.0992,1.481,75.9
Fudge,top,OPL,2,25,0.0978,1.461,75.7
Buggax,top,LLA,2,76,0.0973,1.453,75.7
Oddie,jng,LLA,2,76,0.0973,1.453,75.7
Seiya,mid,LLA,2,76,0.0973,1.453,75.7
Slow,sup,LLA,2,76,0.0973,1.453,75.7
Secret,sup,CK,2,94,0.0967,1.443,75.6
Inceneratus,jng,LPLOL,2,43,0.0964,1.44,75.6
Revolta,jng,BRCC,2,37,0.0963,1.438,75.6
ikssu,top,CK,2,92,0.0954,1.425,75.5
Blaber,jng,LCSA,2,54,0.0953,1.423,75.4
