player_id,position,league,tier,games,winrate,behind_games,comeback_rate,champ_pool,操作,运营,心态,体质,适应力,teams,f_gd15,f_xd15,f_cd15,f_dpm,f_dmgshare,f_multi,f_vspm,f_wcpm,f_kp,f_deathshare,f_ejg,f_dmgmit,f_gspd,f_comeback,f_hold,f_clutch,f_endurance,f_sameday,f_pool,f_indep,f_patchstab,z_操作,z_运营,z_心态,z_体质,z_适应力
Chovy,mid,LCK,1,104,0.76,14,0.286,13,74.0,71.0,65.2,51.9,46.4,Gen.G,414.3942307692308,337.74038461538464,11.442307692307692,590.8425298076922,0.27364127884615386,0.5865384615384616,1.6736548076923077,0.4498432692307693,0.6600729085367447,0.1373375530067567,0.0,371.0107009615385,0.0,0.2857142857142857,0.3376350540216087,-0.27059604113679103,-0.14516757599376473,4.955851229380642,1.2747548783981963,-0.49038461538461536,-0.23886067328670887,1.2522436615746426,0.9754037628445278,0.5683194239740141,-0.163546780373253,-0.4675662534065482
Szygenda,top,LFL,2,108,0.694,10,0.3,15,75.5,65.1,59.5,56.5,52.4,Vitality.Bee,656.074074074074,531.0,18.84259259259259,615.0062240740741,0.2636994351851852,0.5555555555555556,1.201523148148148,0.2163138888888889,0.5341371465726917,0.1823807048376117,0.0,757.6066657407407,0.0,0.3,0.2832662330959017,-0.407582501374284,0.08776707163803944,4.346994980328313,1.4433756729740643,-0.37037037037037035,-0.3520818962761848,1.4344813899515083,0.5610750840622964,0.23901017058224908,0.07830300261410006,-0.13878847177291867
Knight,mid,LPL,1,128,0.633,1,0.0,19,73.7,64.5,46.7,59.7,55.4,Top Esports,551.6666666666666,432.8333333333333,8.666666666666666,578.14433828125,0.275032890625,0.0546875,1.13651171875,0.27841640625,0.7088854873223827,0.14411139876675821,3.2868852459016393,316.88776666666666,0.0,0.0,0.10683760683760685,-0.08658243165285417,0.10508865000698031,4.927279320156081,1.6793786053180502,-0.4140625,-0.22564596908821893,1.2195698531634598,0.5223931299878238,-0.45063607961563235,0.2501651460881238,0.0235510859371183
Kanavi,jng,LPL,1,121,0.669,2,0.0,18,74.7,61.7,51.5,57.6,57.2,JD Gaming,439.64285714285717,312.42857142857144,9.857142857142858,391.3360421487603,0.16996902809917355,0.05785123966942149,1.6083479338842974,0.47764876033057857,0.7013014211166527,0.2072689812176629,12.485981308411215,697.2740285714286,0.0,0.0,0.5022321428571428,-0.5981621654353881,0.18287749994272526,4.205829612098571,1.6363636363636365,-0.45454545454545453,-0.32191250163076124,1.3342221581825757,0.36311237967847565,-0.18490395290984427,0.1369064922646909,0.11395517866641716
Jun,sup,LCKC,2,54,0.704,9,0.222,14,67.3,69.1,56.3,52.6,58.8,Kiwoom DRX|Kiwoom DRX Challengers,360.037037037037,430.24074074074076,10.944444444444445,173.2985148148148,0.0850804111111111,0.037037037037037035,3.125527777777778,0.5429611111111111,0.7430563627089379,0.18993610393034197,0.0,426.53065185185187,0.0,0.2222222222222222,0.3496472856329142,-0.4618881118881119,-0.2201895043731779,5.667691406821842,1.9051586888313607,-0.5370370370370371,-0.13839919273449797,0.7016380548623227,0.8283322096633527,0.06737805080933237,-0.12886456977150337,0.20294244162577538
Ruby,mid,PRM,3,86,0.709,15,0.133,21,69.3,66.8,55.1,59.3,56.5,Unicorns of Love Sexy Edition,386.7325581395349,237.61627906976744,6.27906976744186,655.4363197674419,0.29680324418604653,0.7674418604651163,1.4200151162790697,0.3048697674418605,0.7015467286418532,0.216230535911892,0.0,347.6731662790698,0.0,0.13333333333333333,0.3939773532502984,0.0005899705014749129,0.10126477181523819,5.134726859797854,2.264488237272207,-0.45348837209302323,-0.2686418775189788,0.83915766227284,0.669592633772434,0.00665973443367358,0.2299100220101305,0.07942789253378672
JuanDeDios,top,SL (LATAM),3,58,0.69,8,0.125,23,72.3,62.2,55.8,56.5,61.9,Diamond Doves|Incubus,1053.6206896551723,525.5689655172414,25.29310344827586,547.6952603448276,0.2595752413793103,0.5689655172413793,1.0802793103448276,0.17399827586206898,0.5734205984535282,0.15667076507110436,0.0,619.2854137931035,0.0,0.125,0.23044803607150793,0.7009882690464203,0.36844319368689804,1.6781045751633985,3.020047955773619,-0.3620689655172414,-0.5134155905545598,1.0888862215446946,0.38710744973606653,0.04030170950072343,0.07739997940111358,0.3711359265716044
369,top,LPL,1,121,0.669,2,0.0,19,74.7,59.1,69.3,54.9,56.3,JD Gaming,703.2142857142857,429.2857142857143,14.928571428571429,581.7617933884297,0.2557968181818182,0.049586776859504134,0.9570933884297521,0.21335454545454544,0.6176577743947578,0.23687835067275417,3.0654205607476634,1071.4902857142856,0.0,0.0,2.4978173964986445,-0.6584899148707724,0.10448329566094917,3.722044842099134,1.7272727272727273,-0.371900826446281,-0.29042291374832596,1.3376416999027303,0.21554073570419757,0.8386572533967214,-0.006626502717565017,0.06691412145817084
Rekkles,bot,LFL,2,75,0.613,6,0.0,14,67.6,66.2,52.8,52.5,53.5,Karmine Corp,285.76,455.2266666666667,11.36,611.2728333333333,0.27488284933333335,0.76,1.4687293333333333,0.42462933333333336,0.6340705203595783,0.10674120146565966,0.0,232.57084266666666,0.0,0.0,0.2987827034883721,0.2860799369954716,-0.15953142410604457,3.1592290743816904,1.616580753730952,-0.52,-0.3453525880595354,0.7233792465265543,0.6254019536206614,-0.1169555070506417,-0.12985367655784058,-0.07891760864202219
Photon,top,LCKC,2,91,0.637,6,0.333,24,64.6,68.5,59.8,64.3,64.2,T1 Esports Academy,226.2207792207792,258.5194805194805,7.675324675324675,529.2219626373627,0.2382092131868132,0.5054945054945055,1.047335164835165,0.23685054945054945,0.5811382783733222,0.15450710061871278,2.7142857142857144,668.1420272727272,0.0,0.3333333333333333,0.3281719436098914,-0.6767485516393178,0.4669657380437363,5.261728395061728,2.515883608132604,-0.3956043956043956,-0.2972972552101055,0.5262060445457131,0.7807675435618341,0.2560385040877348,0.5103747018801922,0.5020685651485715
