player_id,position,league,tier,games,winrate,操作,运营,心态,指挥,体质,适应力,总评,逆风局数,翻盘率,英雄池,_boxz,_impz,_resid,teams,年龄
JackeyLove,bot,LPL,1,97,0.732,72.1,49.9,75.6,59.3,63.3,58.6,76.4,15,0.6,12,0.613,3.153,2.011,Top Esports,20
Knight,mid,LPL,1,129,0.69,74.7,65.8,76.4,56.6,55.6,64.5,76.3,17,0.529,28,0.99,2.767,1.862,Top Esports,20
BeryL,sup,LCK,1,108,0.741,75.5,60.2,47.0,69.8,50.4,62.0,76.0,15,0.067,21,0.599,2.938,2.083,Dplus Kia,23
Ghost,bot,LCK,1,95,0.779,48.1,48.4,50.8,80.5,72.0,60.2,75.5,9,0.111,15,-0.217,3.431,2.966,Dplus Kia,26
369,top,LPL,1,129,0.69,62.8,61.5,77.1,57.5,54.9,61.7,75.4,17,0.529,21,0.539,2.767,2.024,Top Esports,19
Canyon,jng,LCK,1,121,0.702,72.8,54.7,50.0,58.1,71.6,62.2,75.1,16,0.062,22,0.53,2.652,1.812,Dplus Kia,19
Nuguri,top,LCK,1,113,0.69,75.6,60.8,54.9,58.2,80.3,58.1,74.8,16,0.062,23,0.833,2.289,1.305,Dplus Kia,21
ShowMaker,mid,LCK,1,121,0.702,62.3,64.5,50.3,60.4,74.9,50.0,74.8,16,0.062,21,0.412,2.652,2.373,Dplus Kia,20
Zoom,top,LPL,1,99,0.697,64.6,58.9,64.9,72.7,45.4,52.8,74.5,16,0.25,16,0.35,2.609,2.052,JD Gaming,23
Karsa,jng,LPL,1,129,0.69,50.0,49.0,76.7,74.7,53.0,50.5,74.3,17,0.529,14,0.067,2.767,2.351,Top Esports,23
Licorice,top,LCS,1,57,0.772,71.2,59.6,73.3,69.6,45.3,62.7,74.1,3,0.333,19,0.662,2.217,1.396,Cloud9,23
Ruler,bot,LCK,1,115,0.678,71.3,60.8,68.9,64.6,68.0,49.7,73.9,13,0.308,12,0.709,2.131,1.047,Gen.G,22
Kanavi,jng,LPL,1,119,0.664,73.4,60.0,59.2,54.7,43.2,54.6,73.8,19,0.211,17,0.578,2.209,1.356,JD Gaming,20
Blaber,jng,LCS,1,57,0.772,74.9,50.7,59.5,55.2,42.6,59.6,73.6,3,0.333,16,0.512,2.217,1.425,Cloud9,20
Vulcan,sup,LCS,1,57,0.772,69.1,54.4,67.3,56.4,56.0,59.8,73.4,3,0.333,15,0.438,2.217,1.528,Cloud9,21
Teddy,bot,LCK,1,103,0.65,63.5,65.6,52.1,66.3,62.8,51.2,73.0,14,0.143,12,0.414,2.142,1.311,T1,22
Zven,bot,LCS,1,57,0.772,64.7,55.4,61.2,72.0,40.7,56.5,72.8,3,0.333,11,0.257,2.217,1.511,Cloud9,23
Clid,jng,LCK,1,115,0.678,58.7,60.5,66.0,61.9,55.6,56.9,72.6,13,0.308,20,0.31,2.131,1.532,Gen.G,21
LokeN,bot,LPL,1,119,0.664,59.8,58.9,60.7,67.7,57.2,56.6,72.6,19,0.211,14,0.211,2.209,1.543,JD Gaming,22
Yagao,mid,LPL,1,110,0.673,53.0,60.9,61.5,70.5,60.5,54.5,72.6,18,0.222,19,0.144,2.257,2.232,JD Gaming,22
Canna,top,LCK,1,104,0.644,57.9,63.0,61.6,55.4,53.6,61.9,72.4,12,0.167,21,0.219,2.155,1.751,T1,20
Bdd,mid,LCK,1,115,0.678,62.0,56.5,64.1,63.7,52.2,48.9,72.4,13,0.308,19,0.256,2.131,1.97,Gen.G,21
Rascal,top,LCK,1,115,0.678,58.9,56.4,69.3,71.1,54.3,54.7,72.4,13,0.308,20,0.25,2.131,1.7,Gen.G,23
Nisqy,mid,LCS,1,57,0.772,55.9,55.2,69.8,70.3,62.6,64.3,72.4,3,0.333,21,0.135,2.217,2.198,Cloud9,22
LvMao,sup,LPL,1,119,0.664,56.8,54.5,59.3,72.3,49.7,52.3,72.0,19,0.211,16,0.061,2.209,1.893,JD Gaming,24
Mikyx,sup,LEC,1,83,0.675,66.2,61.6,53.8,60.3,46.2,66.5,71.9,15,0.2,20,0.366,1.936,1.321,G2 Esports,22
Effort,sup,LCK,1,114,0.632,53.2,62.1,56.1,52.6,61.9,62.2,71.8,16,0.125,19,0.104,2.114,1.757,Liiv SANDBOX|T1,20
yuyanjia,sup,LPL,1,89,0.697,49.5,54.2,78.2,67.3,45.2,53.6,71.5,12,0.583,14,0.135,2.03,1.643,Top Esports,23
Cuzz,jng,LCK,1,87,0.655,60.6,62.2,57.1,60.8,48.2,57.4,71.4,12,0.167,18,0.256,1.923,1.389,T1,21
Caps,bot,LEC,1,34,0.765,60.7,53.6,70.8,60.3,43.6,66.3,71.4,4,0.5,13,0.239,1.936,1.285,G2 Esports,21
Life,sup,LCK,1,93,0.699,57.5,47.0,67.6,53.0,50.5,61.0,71.4,10,0.3,19,0.037,2.096,1.806,Gen.G,20
Wunder,top,LEC,1,83,0.675,64.0,52.9,57.1,66.1,36.8,72.2,71.1,15,0.2,30,0.156,1.936,1.606,G2 Esports,22
Jankos,jng,LEC,1,83,0.675,58.7,54.2,54.4,77.1,39.5,63.2,70.6,15,0.2,20,0.049,1.936,1.594,G2 Esports,25
Chovy,mid,LCK,1,130,0.592,70.5,69.7,55.0,47.5,51.0,70.7,69.9,17,0.118,33,0.644,1.32,0.648,Hanwha Life Esports|Kiwoom DRX,19
Perkz,bot,LEC,1,47,0.617,50.2,51.3,49.0,68.0,46.9,50.8,69.7,11,0.091,9,-0.125,1.92,1.584,G2 Esports,22
Tactical,bot,LCS,1,59,0.644,61.7,56.3,57.3,58.6,67.3,62.3,69.7,10,0.3,12,0.209,1.639,1.054,Team Liquid|Team Liquid Academy,21
Keria,sup,LCK,1,123,0.602,64.5,59.5,49.8,47.4,62.3,71.6,69.6,15,0.067,26,0.281,1.575,1.048,Kiwoom DRX,18
Pyosik,jng,LCK,1,127,0.591,66.0,57.3,46.5,52.8,49.8,55.9,69.5,17,0.059,19,0.228,1.601,1.115,Kiwoom DRX,20
TheShy,top,LPL,1,102,0.578,77.2,40.3,59.3,52.5,60.8,57.3,69.2,20,0.1,18,0.601,1.241,0.545,Invictus Gaming,21
Doran,top,LCK,1,124,0.597,60.1,56.9,53.1,50.9,47.9,63.5,68.6,14,0.071,24,0.189,1.485,1.155,KT Rolster|Kiwoom DRX,19
huanfeng,bot,LPL,1,111,0.577,62.9,51.4,67.1,50.2,68.1,53.2,68.4,29,0.379,12,0.251,1.397,0.809,Suning,19
Peanut,jng,LPL,1,126,0.524,59.5,61.7,67.1,61.6,58.7,54.5,68.0,34,0.176,18,0.338,1.273,0.707,LGD Gaming|Nongshim RedForce,22
Aix,jng,LPL,1,70,0.629,64.2,55.0,49.7,57.3,66.4,65.7,67.7,14,0.143,18,0.19,1.339,0.906,Vici Gaming,21
