player_id,position,league,tier,games,winrate,behind_games,comeback_rate,champ_pool,操作,运营,心态,体质,适应力,teams,f_gd15,f_xd15,f_cd15,f_dpm,f_dmgshare,f_multi,f_vspm,f_wcpm,f_kp,f_deathshare,f_ejg,f_dmgmit,f_gspd,f_comeback,f_hold,f_clutch,f_endurance,f_sameday,f_pool,f_indep,f_patchstab,z_操作,z_运营,z_心态,z_体质,z_适应力
DasheR,mid,LJL,15,48,0.542,4,0.25,20,75.2,65.3,63.8,48.6,60.9,Unsold Stuff Gaming,630.3958333333334,305.4791666666667,10.25,633.6874520833334,0.35364391666666667,0.8333333333333334,1.1198604166666668,0.2744166666666667,0.7542080949410893,0.20387947124492808,6.3125,368.2419875,0.0,0.25,0.6154026217228464,0.0,-0.14132674083230334,0.0,2.886751345948129,-0.375,-0.33464146406038286,1.3908118730718795,0.5725799836869743,0.48165009262809944,-0.34138169929403805,0.3170856605795559
Uzi,bot,LPL,1,88,0.636,7,0.286,12,72.5,65.7,68.0,56.6,49.4,Royal Never Give Up,493.2278481012658,219.31645569620252,13.810126582278482,562.8403522727273,0.3160458636363636,1.0227272727272727,1.415347169811321,0.4969931818181818,0.6990596001971187,0.15608365791694406,5.136363636363637,324.68032159090905,0.0,0.2857142857142857,0.5893913979175238,-0.010402092584707201,0.08498414028367934,1.98333250666062,1.2792042981336627,-0.5909090909090909,-0.26799160121718457,1.1019300820267217,0.599008045093652,0.7502144184390189,0.0841846160643614,-0.30153332277275635
Lehends,sup,LCK,1,107,0.682,7,0.0,21,73.3,64.4,40.6,55.1,66.5,Griffin|Hanwha Life Esports,350.69158878504675,384.8130841121495,2.102803738317757,185.43366168224298,0.10453340186915888,0.028037383177570093,2.583966355140187,0.3707523364485981,0.6895108629990798,0.19659556173783488,0.21495327102803738,361.5186158878505,0.0,0.0,0.24179311576532328,-0.8256558660278002,-0.09912686097620499,4.634920634920635,2.030146626995893,-0.35514018691588783,-0.407582197874056,1.182414552955974,0.5175345418015513,-0.8454173581268208,0.005420631178294194,0.6501986426584946
Levi,jng,VCS,15,47,0.638,8,0.25,14,73.4,62.2,59.1,54.5,54.0,GAM Esports|JD Gaming,664.7872340425532,704.0212765957447,11.46808510638298,395.2348595744681,0.20342819148936173,0.40425531914893614,1.916772340425532,0.4145489361702127,0.7204305060063475,0.1936666889090972,12.23404255319149,653.3222893617021,0.0,0.25,0.3234485625402274,0.0,0.216872169577958,0.0,2.042109880970524,-0.5319148936170213,-0.4053670364778335,1.1945364579655366,0.38587376032968324,0.21938070681521854,-0.026769249251759913,-0.05418847930459006
Ruler,bot,LCK,1,95,0.474,16,0.125,15,65.5,70.1,58.2,64.6,51.3,Gen.G,271.7684210526316,69.3157894736842,3.5473684210526315,527.2812168421053,0.33442632631578945,0.8315789473684211,1.6503736842105265,0.5368336842105264,0.772917405747824,0.15618357048063589,1.736842105263158,294.03684000000004,0.0,0.125,0.5093179555260537,0.0,0.34551488095238087,0.0,1.5389675281277313,-0.4842105263157895,-0.41606536067608685,0.5871107730731077,0.8981818567217444,0.17064381565987716,0.5302637828604613,-0.19382445554944738
Nomanz,mid,LCL,15,70,0.671,11,0.0,24,71.4,63.6,50.5,55.5,63.2,Unicorns of Love.CIS|Vega Squadron,299.2608695652174,197.79710144927537,8.478260869565217,577.2823671428572,0.3027388857142857,0.7857142857142857,1.1824885714285716,0.29741999999999996,0.6204167114078032,0.1678234842437653,5.314285714285714,363.3974485714286,0.0,0.0,0.398883485717985,-0.10212003583159152,-0.020506999621642114,3.471685723469716,2.8685486624025445,-0.34285714285714286,-0.3355220996913727,1.0108683184085971,0.4701599581205168,-0.23817094333304673,0.02427253903818322,0.44342745131165456
Wings,bot,LDL,2,82,0.561,13,0.077,16,69.1,65.9,55.5,66.2,59.9,Bilibili Gaming|Bilibili Gaming Junior,161.54716981132074,170.47169811320754,10.09433962264151,598.8229049382716,0.3063733827160494,1.024390243902439,1.430551851851852,0.4034617283950617,0.6669447946492012,0.1636969866208231,5.62962962962963,408.24921875,0.0,0.07692307692307693,0.393021195233987,0.3950307091010611,0.4582715133531159,4.746690692087111,1.7669044171975445,-0.5365853658536586,-0.22243570714412367,0.8263401697543168,0.6111739670401312,0.02725986025454734,0.6281398158632328,0.2583489080128766
Ssumday,top,LCSA,2,46,0.522,11,0.091,18,69.5,65.2,52.8,59.7,56.6,100 Thieves|100 Thieves Academy,801.9565217391304,389.2391304347826,15.26086956521739,446.7253543478261,0.24539123913043479,0.5652173913043478,1.1524826086956523,0.24378695652173912,0.5299784443006803,0.1711668644219607,7.304347826086956,700.0884695652173,0.0,0.09090909090909091,0.24691544924683975,0.25324338349766484,0.5466351829988194,0.0,2.6539552107881486,-0.4782608695652174,-0.4054686479777419,0.8534129270696256,0.5673012272258848,-0.11611134785071206,0.24949655871714457,0.08370483214469794
Zeros,top,VCS,15,84,0.667,12,0.25,17,76.3,58.2,58.3,50.6,51.9,GAM Esports|Phong Vũ Buffalo,711.7142857142857,494.0357142857143,16.61904761904762,520.3080904761905,0.2652614761904762,0.8452380952380952,0.9779333333333333,0.1649309523809524,0.5744082413829029,0.272715574363444,9.94047619047619,710.1581845238095,0.0,0.25,0.49490000251738714,-0.5917471013987328,-0.15025468054944519,2.3595573163040053,1.8548520670059354,-0.4166666666666667,-0.3543250111000365,1.5400996118847867,0.1686105301161192,0.17542388309161785,-0.2347775374488283,-0.16443365418966668
Nuguri,top,LCK,1,106,0.613,22,0.273,18,71.9,61.8,62.9,56.2,50.0,Dplus Kia,271.24528301886795,28.71698113207547,7.047169811320755,536.5816632075472,0.29723465094339624,0.5188679245283019,1.121693396226415,0.25090754716981134,0.6190674488259266,0.25957737910383333,5.745283018867925,502.3891528301887,0.0,0.2727272727272727,0.48783327016842976,-0.09340594442137809,0.032526493636960904,1.5980541197932503,1.7483145522430754,-0.46226415094339623,-0.29187535574159945,1.0519464764173643,0.3638567877692111,0.4291601188005001,0.06505906124880809,-0.2668825318054292
Leyan,jng,LDL,2,94,0.649,15,0.267,19,74.5,59.0,63.1,52.7,65.6,Invictus Gaming|Invictus Gaming Young,305.06060606060606,595.5909090909091,12.909090909090908,376.543814893617,0.1925270010638298,0.2978723404255319,1.9739064516129032,0.4408244680851064,0.6746210124451117,0.22829349576476968,16.819148936170212,503.9434265822785,0.0,0.26666666666666666,0.41370294153250214,0.13182413010167007,-0.11027314911417817,2.958223687053313,1.9597003678917073,-0.3404255319148936,-0.3085760939367832,1.3038919029654303,0.21369994952178678,0.44197267292370024,-0.1197838778191694,0.5920555766589077
