player_id,position,league,tier,games,impact_raw,impact_z,impact_100
Lyonz,sup,LMF,2,60,0.0992,1.882,78.2
Kerfa,top,VL,2,46,0.0991,1.881,78.2
Insanity,mid,LCSA,2,82,0.0988,1.876,78.2
Xiaguang,bot,LDL,2,110,0.0979,1.858,78.1
Rise,bot,LDL,2,86,0.0973,1.846,78.0
Bin,top,LPL,1,140,0.0964,1.83,78.0
Pancake,jng,LMF,2,49,0.0963,1.827,78.0
Myths,top,LDL,2,85,0.0962,1.825,77.9
113,jng,LFL,2,86,0.096,1.821,77.9
Qats,mid,CBLOLA,2,40,0.0953,1.808,77.9
Jaeger,top,PRM,2,86,0.0947,1.798,77.8
KennyChan,jng,LDL,2,109,0.0947,1.796,77.8
Lyncas,jng,NLC,2,78,0.0941,1.785,77.7
SAKEN,mid,LFL,2,87,0.0934,1.772,77.7
Chordy,mid,LMF,2,58,0.0933,1.771,77.7
Impact,top,LCS,1,123,0.0933,1.77,77.7
Inspired,jng,LCS,1,123,0.0933,1.77,77.7
Jojopyun,mid,LCS,1,123,0.0933,1.77,77.7
Vulcan,sup,LCS,1,123,0.0933,1.77,77.7
Canyon,jng,LCK,1,117,0.093,1.765,77.6
ShowMaker,mid,LCK,1,117,0.093,1.765,77.6
deokdam,bot,LCK,1,117,0.093,1.765,77.6
Viking,jng,NLC,2,67,0.0928,1.761,77.6
Lens,bot,PGC,2,50,0.0926,1.758,77.6
Jwei,sup,LDL,2,88,0.0901,1.71,77.3
Cabochard,bot,LFL,2,88,0.0898,1.704,77.3
Hantera,sup,LFL,2,88,0.0898,1.704,77.3
Hobbler,mid,GL,2,48,0.0895,1.698,77.3
Meiko,sup,LPL,1,119,0.0892,1.692,77.2
Scout,mid,LPL,1,119,0.0892,1.692,77.2
Viper,bot,LPL,1,119,0.0892,1.692,77.2
Hanabi,top,PCS,2,85,0.0886,1.681,77.2
Madblade,sup,EL,2,42,0.0884,1.677,77.2
Putin,top,EL,2,42,0.0884,1.677,77.2
Renyu,bot,EL,2,42,0.0884,1.677,77.2
Xuradel,mid,EL,2,42,0.0884,1.677,77.2
Danny,bot,LCS,1,102,0.0882,1.674,77.1
xiaocaobao,mid,LDL,2,93,0.0882,1.674,77.1
Keii,top,GL,2,47,0.0881,1.671,77.1
SkyBart,top,CBLOLA,2,55,0.0881,1.672,77.1
Enty,sup,LJL,2,66,0.0871,1.652,77.0
Jett,mid,LJL,2,66,0.0871,1.652,77.0
Once,jng,LJL,2,66,0.0871,1.652,77.0
Paz,top,LJL,2,66,0.0871,1.652,77.0
Kepler,bot,LDL,2,84,0.0869,1.649,77.0
Winsome,sup,PRM,2,64,0.0869,1.65,77.0
Ichiwin,sup,GL,2,32,0.0868,1.647,77.0
BrokenBlade,top,LEC,1,89,0.086,1.633,76.9
Caps,mid,LEC,1,89,0.086,1.633,76.9
Flakked,bot,LEC,1,89,0.086,1.633,76.9
Jankos,jng,LEC,1,89,0.086,1.633,76.9
Targamas,sup,LEC,1,89,0.086,1.633,76.9
Ethe,top,NEXO,2,49,0.0855,1.622,76.8
Cboi,jng,NLC,2,73,0.0851,1.615,76.8
Hans Sama,bot,LCS,1,79,0.0846,1.606,76.7
Piqueos,mid,DDH,2,57,0.0846,1.605,76.7
Koala,sup,PCS,2,72,0.0839,1.591,76.6
Santorin,jng,LCS,1,81,0.0838,1.589,76.6
Qing,mid,LDL,2,96,0.0832,1.579,76.6
Ganks,jng,EL,2,40,0.0831,1.576,76.5
Shadow,sup,LMF,2,62,0.082,1.555,76.4
Kaiwing,sup,PCS,2,87,0.0817,1.55,76.4
Unified,bot,PCS,2,87,0.0817,1.55,76.4
Lele,sup,LDL,2,124,0.0815,1.546,76.3
Seeker,top,LMF,2,57,0.0813,1.542,76.3
Jun,sup,LCKC,2,54,0.0812,1.54,76.3
Bafang,sup,LDL,2,93,0.0811,1.538,76.3
ProDelta,sup,CBLOLA,2,53,0.0808,1.533,76.2
Invincible,top,LDL,2,82,0.0806,1.529,76.2
Breathe,top,LPL,1,134,0.0795,1.508,76.1
Bwipo,top,LCS,1,80,0.0793,1.504,76.0
Dal,top,LAS,2,56,0.0781,1.482,75.9
Smash,bot,LAS,2,56,0.0781,1.482,75.9
Acerola,jng,EL,2,41,0.0778,1.475,75.8
Accez,jng,CBLOLA,2,53,0.0777,1.473,75.8
Gemini,jng,PCS,2,75,0.0777,1.473,75.8
Mission,mid,PCS,2,75,0.0777,1.473,75.8
Rest,top,PCS,2,75,0.0777,1.473,75.8
DizL,bot,LFL2,2,64,0.077,1.46,75.7
JDG,top,LFL2,2,64,0.077,1.46,75.7
Noltey,jng,LFL2,2,64,0.077,1.46,75.7
Roison,mid,LFL2,2,64,0.077,1.46,75.7
Daglas,jng,GLL,2,56,0.0765,1.451,75.7
k1ng,bot,LCSA,2,90,0.0765,1.452,75.7
SeTab,mid,LCKC,2,66,0.0762,1.445,75.6
Copy,mid,LCSA,2,97,0.0761,1.442,75.6
BMFX,bot,LCSA,2,67,0.0757,1.437,75.5
Buggax,top,LMF,2,56,0.0755,1.432,75.5
Peach,jng,LCKC,2,40,0.0754,1.431,75.5
Calmsky,sup,LPLOL,2,75,0.0747,1.416,75.4
DuaLL,sup,NLC,2,86,0.0747,1.417,75.4
Own3r,jng,LPLOL,2,75,0.0747,1.416,75.4
Jerry,sup,LDL,2,66,0.0744,1.41,75.3
EMENES,mid,NLC,2,36,0.0743,1.409,75.3
Zoelys,sup,LFL2,2,62,0.0741,1.405,75.3
JimieN,mid,LCSA,2,117,0.0721,1.366,75.0
Brayaron,top,LHE,2,30,0.0715,1.356,74.9
donbray,sup,PGC,2,45,0.0713,1.351,74.9
Bucket,sup,SL (LATAM),2,39,0.0708,1.342,74.8
Rookie,mid,LPL,1,85,0.0708,1.343,74.8
Shunn,bot,PCS,2,55,0.0708,1.343,74.8
Bjergsen,mid,LCS,1,85,0.0704,1.336,74.7
Rekkles,bot,LFL,2,75,0.0702,1.332,74.7
IgnaVilu,sup,LMF,2,69,0.0701,1.329,74.7
Clear,top,LCKC,2,86,0.0695,1.317,74.6
Flandre,top,LPL,1,107,0.0695,1.318,74.6
pzx,jng,LDL,2,75,0.0692,1.312,74.5
Busio,sup,LCSA,2,103,0.0689,1.306,74.5
Aladoric,sup,LCO,2,33,0.0686,1.3,74.4
Bolulu,mid,TCL,2,45,0.0684,1.297,74.4
huanfeng,bot,LPL,1,111,0.0681,1.292,74.3
Brance,bot,CBLOL,2,65,0.0678,1.285,74.3
Shiganari,bot,PRM,2,41,0.0678,1.285,74.3
NOMA,mid,LPLOL,2,73,0.0676,1.281,74.2
Demy,bot,DDH,2,66,0.0675,1.279,74.2
Leon,sup,UL,2,24,0.0675,1.28,74.2
Mayhem,top,DDH,2,66,0.0675,1.279,74.2
Zerkxz,mid,DDH,2,66,0.0675,1.279,74.2
Sword,sup,PGC,2,74,0.0672,1.274,74.2
winnie,jng,PGC,2,95,0.0665,1.262,74.1
Porsche,top,UPL,2,75,0.0664,1.259,74.0
Dhokla,top,LCSA,2,82,0.066,1.25,74.0
Dreamer Ace,sup,PRM,2,61,0.066,1.251,74.0
Farfetch,sup,TCL,2,63,0.0657,1.245,73.9
Ferret,jng,TCL,2,63,0.0657,1.245,73.9
HolyPhoenix,bot,TCL,2,63,0.0657,1.245,73.9
Serin,mid,TCL,2,63,0.0657,1.245,73.9
StarScreen,top,TCL,2,63,0.0657,1.245,73.9
Berserker,bot,LCS,1,65,0.0651,1.234,73.8
Pleata,bot,LCKC,2,85,0.0648,1.229,73.8
Stend,sup,NLC,2,75,0.0648,1.229,73.8
Camilo,jng,LHE,2,45,0.0647,1.227,73.7
Rhuckz,sup,LVP SL,2,61,0.0646,1.224,73.7
TolanD,mid,LCKC,2,90,0.0646,1.224,73.7
Haoye,jng,LDL,2,101,0.0635,1.204,73.5
adi1,jng,UL,2,45,0.0634,1.201,73.5
Amazo,jng,LCSA,2,89,0.0632,1.199,73.5
Duoking1,bot,PGC,2,102,0.0626,1.187,73.4
Juhan,jng,PCS,2,64,0.0621,1.178,73.3
Scarface,top,PRM,2,64,0.0619,1.174,73.2
Karsa,jng,LPL,1,76,0.0617,1.169,73.2
Comp,bot,LEC,1,73,0.0614,1.165,73.1
Larssen,mid,LEC,1,73,0.0614,1.165,73.1
Malrang,jng,LEC,1,73,0.0614,1.165,73.1
Odoamne,top,LEC,1,73,0.0614,1.165,73.1
Trymbi,sup,LEC,1,73,0.0614,1.165,73.1
Minous,sup,LAS,2,37,0.0612,1.16,73.1
costy,bot,LPLOL,2,72,0.0611,1.158,73.1
Fleshy,sup,TCL,2,45,0.0609,1.155,73.0
Maggie,jng,LDL,2,98,0.0605,1.147,72.9
CptShrimps,mid,PGC,2,72,0.0602,1.141,72.9
Sunblast,top,LMF,2,64,0.0595,1.127,72.7
Insulator,mid,LDL,2,93,0.0594,1.125,72.7
Shaoye,bot,LDL,2,78,0.0593,1.124,72.7
Shieldworm,mid,VL,2,49,0.0593,1.124,72.7
iFrix,jng,VL,2,49,0.0593,1.124,72.7
Forest,jng,LCKC,2,91,0.0591,1.12,72.7
Kartana,jng,LHE,2,30,0.0591,1.12,72.7
Photon,top,LCKC,2,91,0.0591,1.12,72.7
Tierwulf,jng,LHE,2,67,0.0591,1.12,72.7
Trigger,bot,LCKC,2,91,0.0591,1.12,72.7
sanghyeon,sup,LCKC,2,91,0.0591,1.12,72.7
Acce,top,LLA,2,57,0.0589,1.117,72.6
Tony Top,top,LCSA,2,94,0.0589,1.117,72.6
DARKWINGS,mid,LCSA,2,87,0.0582,1.104,72.5
Ceviche,sup,SL (LATAM),2,51,0.0572,1.084,72.3
Scenari0,bot,SL (LATAM),2,51,0.0572,1.084,72.3
Shall,jng,SL (LATAM),2,51,0.0572,1.084,72.3
Akunma,top,LMF,2,61,0.057,1.079,72.2
Ocean,jng,LMF,2,61,0.057,1.079,72.2
TomnaM,bot,LMF,2,61,0.057,1.079,72.2
Arven,mid,NEXO,2,27,0.0569,1.078,72.2
Nash1c,bot,NEXO,2,27,0.0569,1.078,72.2
Ninten,sup,NEXO,2,27,0.0569,1.078,72.2
VicLa,mid,LCK,1,84,0.0564,1.069,72.1
Krim,bot,LMF,2,45,0.0562,1.064,72.1
wind,sup,LDL,2,74,0.0562,1.064,72.1
Reeker,mid,LFL,2,71,0.056,1.061,72.0
Akabane,jng,LFL,2,73,0.0558,1.057,72.0
Czekolad,mid,LFL,2,73,0.0558,1.057,72.0
Innaxe,bot,LFL,2,73,0.0558,1.057,72.0
JuanDeDios,top,SL (LATAM),2,58,0.0558,1.058,72.0
Melonik,top,LFL,2,73,0.0558,1.057,72.0
kamilius,sup,LFL,2,73,0.0558,1.057,72.0
Rahab,top,LHE,2,56,0.0552,1.046,71.8
Jackspektra,bot,LVP SL,2,79,0.0549,1.04,71.8
Zwyroo,mid,LVP SL,2,79,0.0549,1.04,71.8
bluerzor,jng,LVP SL,2,79,0.0549,1.04,71.8
whiteinn,sup,LVP SL,2,79,0.0549,1.04,71.8
selenex,top,NEXO,2,60,0.0548,1.038,71.8
ISMA,jng,PRM,2,55,0.0547,1.036,71.7
Bong,top,TCL,2,22,0.0544,1.03,71.7
Ellam,bot,TCL,2,40,0.0544,1.031,71.7
Van1,jng,LAS,2,39,0.0542,1.028,71.6
UnicornG,jng,GL,2,24,0.0541,1.026,71.6
KinGi,jng,LMF,2,53,0.054,1.024,71.6
Manster,sup,NEXO,2,52,0.0537,1.017,71.5
Baca,mid,LVP SL,2,59,0.0535,1.014,71.5
Bean,bot,LVP SL,2,59,0.0535,1.014,71.5
Deft,bot,LCK,1,130,0.0535,1.014,71.5
Furuy,mid,NLC,2,81,0.0535,1.013,71.5
MAXI,jng,LVP SL,2,59,0.0535,1.014,71.5
Oscarinin,top,LVP SL,2,59,0.0535,1.014,71.5
Shikari,top,NLC,2,81,0.0535,1.013,71.5
Isles,sup,LCSA,2,51,0.0533,1.01,71.4
ON,sup,LPL,1,100,0.0533,1.011,71.4
Garvey,top,LDL,2,78,0.0532,1.007,71.4
Haru,jng,NLC,2,55,0.0531,1.005,71.4
JayJ,sup,LCSA,2,95,0.053,1.004,71.4
Bugi,jng,LLA,2,26,0.0528,1.0,71.3
Mireu,mid,LLA,2,26,0.0528,1.0,71.3
Velja,jng,ESLOL,2,35,0.0526,0.997,71.3
Hery,top,LDL,2,67,0.0524,0.993,71.2
Eren,mid,HM,2,58,0.0522,0.989,71.2
Khantos,bot,HM,2,58,0.0522,0.989,71.2
RAMES,jng,HM,2,58,0.0522,0.989,71.2
Robocop,top,HM,2,58,0.0522,0.989,71.2
denyk,sup,HM,2,58,0.0522,0.989,71.2
Nobody,mid,LMF,2,37,0.0517,0.979,71.1
Nottingham,sup,LMF,2,58,0.0517,0.979,71.1
Jiejie,jng,LPL,1,102,0.0515,0.975,71.0
Shogo,bot,UPL,2,36,0.0515,0.975,71.0
Dragku,sup,LCO,2,31,0.0514,0.973,71.0
Nuguri,top,LCK,1,57,0.0511,0.968,70.9
Will,jng,LCSA,2,55,0.0509,0.964,70.9
Erdote,sup,LFL,2,92,0.0508,0.962,70.9
Ssumday,top,LCS,1,75,0.0507,0.961,70.8
Humanoid,mid,LEC,1,76,0.0505,0.957,70.8
Razork,jng,LEC,1,76,0.0505,0.957,70.8
Upset,bot,LEC,1,76,0.0505,0.957,70.8
Wunder,top,LEC,1,76,0.0505,0.957,70.8
Airawn,jng,UPL,2,30,0.0504,0.955,70.8
KreshtDoo,bot,LHE,2,71,0.0503,0.952,70.7
Kryzpo,top,LHE,2,71,0.0503,0.952,70.7
Neadz,mid,LHE,2,71,0.0503,0.952,70.7
Woohee,sup,LHE,2,71,0.0503,0.952,70.7
zamulek,bot,LVP SL,2,62,0.0496,0.939,70.6
Wilson,jng,PGC,2,102,0.0495,0.938,70.6
yekai,jng,LDL,2,56,0.0495,0.938,70.6
Xiao17,jng,LDL,2,44,0.0492,0.933,70.5
Calix,mid,LAS,2,66,0.0491,0.93,70.5
Hook,jng,LDL,2,43,0.0491,0.93,70.5
Luon,sup,LAS,2,66,0.0491,0.93,70.5
Empyros,top,GLL,2,66,0.0487,0.922,70.4
Ryoma,mid,LCSA,2,96,0.0484,0.917,70.3
Lucid,jng,LCKC,2,94,0.0483,0.914,70.3
Pullbae,mid,LCKC,2,94,0.0483,0.914,70.3
Rahel,bot,LCKC,2,94,0.0483,0.914,70.3
Thanatos,top,LCKC,2,94,0.0483,0.914,70.3
Heng,jng,LDL,2,78,0.0478,0.905,70.1
VirusFx,bot,DDH,2,36,0.0477,0.903,70.1
Jiwoo,bot,LCKC,2,91,0.0476,0.901,70.1
Honey,bot,LJL,2,38,0.0473,0.895,70.0
Blaber,jng,LCS,1,78,0.0472,0.893,70.0
Fudge,top,LCS,1,78,0.0472,0.893,70.0
Mun,sup,DDH,2,27,0.047,0.891,70.0
Heroic,mid,LPLOL,2,68,0.0469,0.889,69.9
Bible,sup,LCKC,2,87,0.0464,0.878,69.8
361efe,jng,TAL,2,26,0.0463,0.877,69.8
Breezy,sup,LCSA,2,92,0.046,0.87,69.7
Click,sup,PGN,2,54,0.046,0.872,69.7
HAWHAW,mid,PGN,2,54,0.046,0.872,69.7
Rharesh,bot,PGN,2,54,0.046,0.872,69.7
XLB,jng,LPL,1,26,0.046,0.871,69.7
forse,mid,LDL,2,83,0.0456,0.863,69.6
Tenacity,top,LCSA,2,56,0.0452,0.856,69.5
BeryL,sup,LCK,1,130,0.0451,0.854,69.5
Kingen,top,LCK,1,130,0.0451,0.854,69.5
Malice,jng,LCSA,2,39,0.0451,0.854,69.5
Zeka,mid,LCK,1,130,0.0451,0.854,69.5
Abbedagge,mid,LCS,1,76,0.045,0.853,69.5
Closer,jng,LCS,1,76,0.045,0.853,69.5
FBI,bot,LCS,1,76,0.045,0.853,69.5
HARPOON,bot,UL,2,85,0.045,0.852,69.4
huhi,sup,LCS,1,76,0.045,0.853,69.5
marlon,sup,UL,2,85,0.045,0.852,69.4
Burdol,top,LCK,1,51,0.0448,0.848,69.4
Nayuki,top,LDL,2,72,0.0448,0.848,69.4
Zven,sup,LCS,1,48,0.0448,0.849,69.4
Ichikawa,bot,EL,2,33,0.0447,0.846,69.4
XuanLv,bot,LDL,2,32,0.0444,0.84,69.3
links,bot,PGC,2,69,0.0441,0.836,69.2
Chasy,top,NLC,2,43,0.044,0.833,69.2
Bay,mid,PCS,2,52,0.0439,0.83,69.2
EU Red,bot,UPL,2,26,0.0438,0.829,69.1
DenVoksne,bot,NLC,2,75,0.0434,0.822,69.0
Poss,top,VCS,2,34,0.0432,0.817,69.0
Decade,top,LDL,2,46,0.0429,0.813,68.9
IceBreaker,top,GLL,2,45,0.0422,0.799,68.7
Odi11,bot,NLC,2,68,0.0422,0.798,68.7
Candy,jng,DDH,2,32,0.0419,0.792,68.6
Angel,mid,LPL,1,93,0.0417,0.789,68.6
SofM,jng,LPL,1,93,0.0417,0.789,68.6
TheShy,top,LPL,1,93,0.0417,0.789,68.6
Xico,mid,LFL,2,79,0.0415,0.786,68.5
Reptile,bot,PRM,2,52,0.0411,0.779,68.4
Kbstible,sup,LMF,2,42,0.0408,0.773,68.4
TuT,bot,LDL,2,79,0.0407,0.77,68.3
Fade,mid,TAL,2,24,0.0406,0.768,68.3
Follow,jng,LMF,2,49,0.0406,0.769,68.3
Kaido,jng,PGC,2,72,0.0406,0.769,68.3
Wixxi,bot,LCSA,2,101,0.0406,0.769,68.3
Emets,bot,LHE,2,56,0.0399,0.755,68.1
Ceos,sup,CBLOL,2,61,0.0396,0.75,68.0
Robo,top,CBLOL,2,61,0.0396,0.75,68.0
Tracyn,top,UL,2,67,0.0396,0.749,68.0
many,mid,UL,2,67,0.0396,0.749,68.0
minemaciek,sup,UL,2,67,0.0396,0.749,68.0
svns,bot,UL,2,67,0.0396,0.749,68.0
tinowns,mid,CBLOL,2,61,0.0396,0.75,68.0
Hylissang,sup,LEC,1,74,0.0395,0.747,68.0
Abner,bot,NEXO,2,31,0.0394,0.745,68.0
Crecre,sup,DDH,2,52,0.0392,0.742,67.9
Hiro02,top,VCS,2,83,0.0392,0.741,67.9
RoseThorn,jng,LCSA,2,76,0.0392,0.741,67.9
Aegis,jng,CBLOL,2,77,0.0391,0.74,67.9
CoreJJ,sup,LCS,1,64,0.0391,0.741,67.9
Decay,mid,PRM,2,72,0.0391,0.74,67.9
TakeSet,bot,PRM,2,72,0.0391,0.74,67.9
TitaN,bot,CBLOL,2,77,0.0391,0.74,67.9
Beichuan,jng,LPL,1,96,0.039,0.738,67.9
existence,top,PGC,2,68,0.0389,0.736,67.8
Guertas,jng,ESLOL,2,80,0.0386,0.731,67.7
Moopz,sup,ESLOL,2,80,0.0386,0.731,67.7
Nazgul,top,ESLOL,2,26,0.0386,0.729,67.7
Robba,top,ESLOL,2,80,0.0386,0.731,67.7
RobbyBob,mid,UPL,2,67,0.0384,0.726,67.7
Savero,jng,HM,2,45,0.0384,0.726,67.7
Smarty,sup,HM,2,45,0.0384,0.726,67.7
Nishkyu,mid,VL,2,44,0.0382,0.722,67.6
yawang,sup,LDL,2,40,0.0382,0.722,67.6
Nipphu,top,DDH,2,59,0.0381,0.721,67.6
Ale,top,LPL,1,101,0.0378,0.715,67.5
Burry,jng,PCS,2,35,0.0378,0.716,67.5
Prince,mid,LCK,1,62,0.0376,0.712,67.5
Aytekn,top,TAL,2,46,0.037,0.7,67.3
DANKI,top,GLLPA,2,26,0.037,0.699,67.3
QKI,mid,GLLPA,2,26,0.037,0.699,67.3
Xingye,bot,LDL,2,79,0.037,0.699,67.3
Noah,bot,LCKC,2,83,0.0368,0.696,67.2
OddEye,bot,LAS,2,32,0.0368,0.696,67.2
Joo,sup,LPLOL,2,70,0.0367,0.694,67.2
Time,jng,LPLOL,2,70,0.0367,0.694,67.2
xDrop,bot,LPLOL,2,70,0.0367,0.694,67.2
Test Mid,mid,LAS,2,22,0.0366,0.691,67.2
JoJo,sup,CBLOL,2,76,0.0362,0.684,67.1
Summit,top,LPL,1,60,0.0362,0.685,67.1
Poby,mid,LAS,2,35,0.0361,0.683,67.0
Grevthar,mid,CBLOL,2,65,0.036,0.681,67.0
Lindgarde,bot,PGN,2,60,0.036,0.68,67.0
Andathy,jng,EL,2,34,0.0359,0.679,67.0
Curl,top,LPLOL,2,39,0.0354,0.669,66.8
Deadly,bot,LVP SL,2,68,0.0354,0.67,66.8
Dreedy,top,LVP SL,2,68,0.0354,0.67,66.8
Duivel,sup,LHE,2,59,0.0354,0.67,66.8
twohoyrz,mid,LVP SL,2,68,0.0354,0.67,66.8
Thesnake,bot,LDL,2,42,0.0352,0.667,66.8
BalKhan,jng,LCO,2,69,0.035,0.663,66.7
DONGGY,top,LCO,2,69,0.035,0.663,66.7
Jakoule,top,LPLOL,2,40,0.035,0.661,66.7
Praedyth,bot,LCO,2,69,0.035,0.663,66.7
Vladi,mid,GLL,2,48,0.035,0.661,66.7
Dan,jng,NLC,2,70,0.0341,0.645,66.4
Doinb,mid,LPL,1,113,0.0341,0.644,66.4
GOLDENTO4ST,bot,EBL,2,66,0.0341,0.646,66.5
Kryze,top,NLC,2,70,0.0341,0.645,66.4
Light,bot,LPL,1,113,0.0341,0.644,66.4
Tarzan,jng,LPL,1,113,0.0341,0.644,66.4
Zoiren,mid,LFL2,2,43,0.034,0.642,66.4
Artifact,mid,VCS,2,84,0.0339,0.641,66.4
Eddie,bot,VCS,2,84,0.0339,0.641,66.4
XuHao,sup,VCS,2,84,0.0339,0.641,66.4
EpicReaper,sup,DDH,2,27,0.0337,0.637,66.3
Doxa,mid,PGC,2,86,0.0335,0.633,66.3
iLEVI,sup,GLL,2,57,0.0334,0.632,66.2
Sheiden,jng,LCSA,2,50,0.0333,0.63,66.2
Dom1nant,mid,GLL,2,34,0.0324,0.613,66.0
