player_id,position,league,tier,games,impact_raw,impact_z,impact_100
MooJin,jng,LMS,2,89,0.2636,3.363,81.2
TheShy,top,LPL,1,79,0.2575,3.285,81.1
Maple,mid,LMS,2,106,0.2462,3.141,81.0
Betty,bot,LMS,2,93,0.2399,3.06,80.9
Rookie,mid,LPL,1,161,0.2389,3.048,80.9
JackeyLove,bot,LPL,1,156,0.2351,2.999,80.9
Baolan,sup,LPL,1,160,0.2332,2.975,80.9
Ning,jng,LPL,1,160,0.2314,2.952,80.8
SwordArt,sup,LMS,2,100,0.2199,2.805,80.7
Sw0rd,top,LCK,1,100,0.2139,2.729,80.5
Viper,bot,LCK,1,100,0.2139,2.729,80.5
Ming,sup,LPL,1,165,0.2065,2.634,80.4
Xiaohu,mid,LPL,1,165,0.2065,2.634,80.4
Lehends,sup,LCK,1,96,0.2026,2.584,80.3
Tarzan,jng,LCK,1,98,0.2004,2.556,80.3
Hanabi,top,LMS,2,77,0.1962,2.502,80.1
Nuguri,top,CK,2,78,0.193,2.462,80.1
ShowMaker,mid,CK,2,78,0.193,2.462,80.1
Uzi,bot,LPL,1,115,0.1849,2.358,79.8
Rakyz,mid,CLS,2,58,0.1796,2.29,79.7
Shadow,sup,CLS,2,58,0.1796,2.29,79.7
Warangelus,bot,CLS,2,58,0.1796,2.29,79.7
Peanut,jng,LCK,1,99,0.1764,2.25,79.5
Cupcake,sup,OPL,2,67,0.169,2.155,79.3
Triple,mid,OPL,2,67,0.169,2.155,79.3
k1ng,bot,OPL,2,67,0.169,2.155,79.3
Broxah,jng,EU LCS,1,82,0.1664,2.121,79.1
Caps,mid,EU LCS,1,82,0.1664,2.121,79.1
Hylissang,sup,EU LCS,1,82,0.1664,2.121,79.1
behave,jng,UL,2,42,0.1664,2.122,79.2
GorillA,sup,LCK,1,112,0.1649,2.102,79.1
PraY,bot,LCK,1,112,0.1649,2.102,79.1
Bdd,mid,LCK,1,118,0.1644,2.096,79.1
GBM,mid,TCL,2,91,0.1636,2.085,79.0
Stomaged,jng,TCL,2,91,0.1636,2.085,79.0
fabFabulous,top,TCL,2,91,0.1636,2.085,79.0
BrokenBlade,top,TCL,2,70,0.1634,2.084,79.0
Dumbledoge,sup,TCL,2,70,0.1634,2.084,79.0
HolyPhoenix,bot,TCL,2,52,0.1633,2.082,79.0
Rather,mid,CK,2,40,0.1613,2.057,78.9
Alone,bot,LDL,2,66,0.1598,2.037,78.9
SnowFlower,sup,TCL,2,93,0.1592,2.03,78.8
Twila,mid,LDL,2,90,0.1583,2.019,78.8
xiaopeng,jng,LDL,2,90,0.1583,2.019,78.8
Zeitnot,bot,TCL,2,90,0.157,2.002,78.7
Karsa,jng,LPL,1,98,0.1544,1.969,78.6
Shernfire,jng,OPL,2,60,0.1515,1.931,78.4
