player_id,position,league,tier,games,winrate,teams,操作,意识,心态,团队,体质,综合,操作_10,意识_10,心态_10,团队_10,体质_10,综合_10,f_gd15,f_xd15,f_cd15,f_dpm,f_dmgshare,f_cspm,f_multi,f_vspm,f_wcpm,f_cwards,f_kp,f_deathshare,f_ejg,f_adver,f_clutch,f_lateg,f_stable,f_egshare,f_dmgmit,f_gspd,f_games,f_decay
Benda,mid,HC,3,44,0.5,Cryptova|IKISEQ|IKISEQ Gaming,53.5,44.7,54.1,52.3,55.8,51.4,5.3,4.5,5.4,5.2,5.6,5.1,-162.86363636363637,-24.5,-3.977272727272727,569.7063795454545,0.2748356818181818,8.357461363636363,0.5681818181818182,0.8629840909090909,0.12424999999999999,3.8181818181818183,0.6334405144694534,0.181021897810219,0.0,0.25712919967222064,0.3473890763301664,-0.3062947329785282,-1.0599436286762887,0.2444956818181818,403.7289590909091,0.0,44.0,0.2310097435648845
Tamoz,top,LFL2,2,47,0.468,PCS Taran|beGenius ESC,56.9,44.6,56.3,50.9,46.6,51.4,5.7,4.5,5.6,5.1,4.7,5.1,80.14893617021276,149.06382978723406,0.48936170212765956,488.23284042553195,0.23961863829787236,7.430340425531915,0.1702127659574468,0.9487659574468085,0.1337787234042553,3.74468085106383,0.4697406340057637,0.21448087431693988,0.0,0.2543364229602228,-0.34034004559270514,-0.003656914893617033,-0.9661283018127347,0.21679648936170212,948.3840170212766,0.0,47.0,-0.29071395840347136
BetaTwinz,sup,DDH,3,31,0.355,PÊEK Gaming|Zylant Esports,46.4,56.6,50.0,57.5,46.5,51.4,4.6,5.7,5.0,5.8,4.7,5.1,-50.96774193548387,-132.0,-0.12903225806451613,153.27645806451613,0.07986,1.0932322580645162,0.0,2.3458870967741934,0.30415806451612903,15.225806451612904,0.6788154897494305,0.18979591836734694,0.0,0.182491652754591,0.0,0.0,-1.0082100913965237,0.09261547741935484,381.8672451612903,0.0,31.0,-0.2345232447817836
Stray,sup,LLA,15,61,0.574,Team Aze,41.5,45.3,67.5,61.1,55.3,51.4,4.2,4.5,6.8,6.1,5.5,5.1,-211.98360655737704,4.0,-4.081967213114754,142.4717393442623,0.07046278032786885,0.9182639344262294,0.0,2.2155737704918033,0.24402459016393444,15.442622950819672,0.6888888888888889,0.2127906976744186,0.0,0.2450223064404156,0.17746555021357993,0.24123786884952927,-0.8671087311074664,0.08591000655737704,449.4117409836066,0.0,61.0,-0.25949353555799476
Dargod,sup,EBL,3,29,0.379,Auxesis Esports,41.0,56.4,51.7,67.7,44.7,51.4,4.1,5.6,5.2,6.8,4.5,5.1,-127.75862068965517,-107.17241379310344,0.034482758620689655,136.92066206896553,0.06472329655172414,0.8572379310344828,0.0,2.249931034482759,0.24504137931034484,13.310344827586206,0.7248157248157249,0.1941544885177453,0.0,0.14173052362707536,0.3356240665118408,0.9145464434640722,-1.1136831321590959,0.08404564827586207,407.95716896551727,0.0,29.0,-0.10944251063594675
DNK,jng,VCS,15,68,0.485,SBTC Esports,57.7,45.2,45.7,50.9,57.4,51.4,5.8,4.5,4.6,5.1,5.7,5.1,34.088235294117645,-97.3970588235294,1.0735294117647058,329.2146029411765,0.15526283088235293,5.461372058823529,0.25,1.3088323529411765,0.3306441176470588,11.029411764705882,0.6502016129032258,0.20908230842005676,0.0,0.2337403479215326,-0.41119714721052575,-0.7081321487033243,-1.0550665858586044,0.18411538235294117,793.9501397058823,0.0,68.0,-0.16049965320152076
Bosketi,sup,UPL,2,22,0.318,Zenigma Solar,72.1,42.4,42.1,43.8,41.7,51.4,7.2,4.2,4.2,4.4,4.2,5.1,45.86363636363637,-32.86363636363637,5.409090909090909,225.46021818181816,0.09077640454545455,1.3418227272727272,0.13636363636363635,2.26345,0.24663636363636365,7.818181818181818,0.6293706293706294,0.21881390593047034,0.0,0.16382518153171668,0.0,0.0,-1.2916925596170699,0.1097891090909091,471.86307727272725,0.0,22.0,0.2927261857313672
Edward,sup,GLL,3,21,0.619,GOAL|Team Spirit,44.3,64.0,44.0,56.0,45.4,51.4,4.4,6.4,4.4,5.6,4.5,5.1,37.42857142857143,-26.571428571428573,-1.0476190476190477,129.2367238095238,0.06731298571428572,1.1166142857142858,0.0,2.851661904761905,0.3704523809523809,15.238095238095237,0.6626984126984127,0.20717131474103587,0.0,0.18525097146536065,-0.8956762772726318,0.0,-0.9429130696802319,0.08971999047619048,411.03589523809524,0.0,21.0,0.004558093974152391
Miyuuri,sup,NEXO,3,27,0.37,Stormbringers,53.8,56.7,35.2,54.3,51.4,51.4,5.4,5.7,3.5,5.4,5.1,5.1,-139.59259259259258,21.37037037037037,-5.814814814814815,176.3744148148148,0.08672614814814815,0.9530481481481481,0.07407407407407407,2.3881111111111113,0.32797777777777776,15.814814814814815,0.75,0.2546972860125261,0.0,0.16032338861470513,-0.07680609018421768,-0.3633145449546329,-1.4971494998985253,0.10310854814814814,359.2840925925926,0.0,27.0,1.1666155985575222
RTeks,sup,NEXO,3,22,0.545,Bis Esports,79.3,38.2,44.6,36.1,39.5,51.4,7.9,3.8,4.5,3.6,4.0,5.1,390.0,354.77272727272725,27.727272727272727,261.45481363636367,0.1146593181818182,2.964159090909091,0.0,1.5170272727272727,0.2130409090909091,5.409090909090909,0.6508379888268156,0.1844380403458213,0.0,0.17945454545454548,-0.39543726235741444,-0.24144486692015207,-1.017045928818659,0.13073790909090907,283.0370045454545,0.0,22.0,-0.45462878093492204
Ashlomailma,sup,LDL,2,41,0.585,ThunderTalk Gaming Young,50.3,45.4,53.9,50.9,64.2,51.4,5.0,4.5,5.4,5.1,6.4,5.1,0.0,0.0,0.0,166.34658048780486,0.07612329024390244,0.833019512195122,0.0,2.3065853658536586,0.2273560975609756,14.75609756097561,0.6803149606299213,0.22900763358778625,0.0,0.1851418515581801,0.34921457351677226,-0.34715423862091666,-0.9882516449312526,0.08752481219512195,0.0,0.0,41.0,0.8647137125413333
Able,bot,LPL,1,92,0.478,Oh My God,44.4,64.6,35.9,47.4,65.4,51.3,4.4,6.5,3.6,4.7,6.5,5.1,0.0,0.0,0.0,506.0609728260869,0.2544732391304348,9.14298152173913,0.0,1.6303521739130435,0.4996945652173913,3.5,0.6801762114537445,0.186966640806827,1.5434782608695652,0.1416312230765036,-0.37093044595338603,-0.7844558634611856,-1.0146681361288417,0.2702437173913043,0.0,0.0,92.0,0.34780439121756485
