player_id,position,league,tier,games,impact_raw,impact_z,impact_100
Clearlove,jng,LPL,1,72,0.2697,2.742,80.6
Deft,bot,LPL,1,72,0.2697,2.742,80.6
Meiko,sup,LPL,1,72,0.2697,2.742,80.6
GorillA,sup,LCK,1,115,0.2656,2.701,80.5
Peanut,jng,LCK,1,115,0.2656,2.701,80.5
PraY,bot,LCK,1,115,0.2656,2.701,80.5
Smeb,top,LCK,1,115,0.2656,2.701,80.5
Albis,sup,LMS,2,79,0.2652,2.697,80.5
Ziv,top,LMS,2,79,0.2652,2.697,80.5
Faker,mid,LCK,1,147,0.2626,2.67,80.5
Kuro,mid,LCK,1,94,0.2498,2.54,80.2
Bang,bot,LCK,1,148,0.2445,2.486,80.1
Wolf,sup,LCK,1,148,0.2445,2.486,80.1
NL,bot,LMS,2,84,0.2441,2.482,80.1
Mouse,top,LPL,1,61,0.2402,2.441,80.0
Duke,top,LCK,1,143,0.2291,2.329,79.8
Ruler,bot,LCK,1,113,0.2279,2.317,79.7
An,bot,LMS,2,73,0.2226,2.262,79.6
Biofrost,sup,NA LCS,1,63,0.2125,2.159,79.3
Doublelift,bot,NA LCS,1,92,0.2114,2.148,79.2
Scout,mid,LPL,1,61,0.1983,2.015,78.8
Mountain,jng,LMS,2,69,0.196,1.992,78.7
Perkz,mid,EU LCS,1,86,0.1954,1.986,78.7
Trick,jng,EU LCS,1,86,0.1954,1.986,78.7
Karsa,jng,LMS,2,95,0.1926,1.957,78.5
Maple,mid,LMS,2,95,0.1926,1.957,78.5
SwordArt,sup,LMS,2,95,0.1926,1.957,78.5
Adrian,sup,NA LCS,1,81,0.1886,1.916,78.4
Huni,top,NA LCS,1,81,0.1886,1.916,78.4
Bjergsen,mid,NA LCS,1,95,0.187,1.9,78.3
Hauntzer,top,NA LCS,1,95,0.187,1.9,78.3
Svenskeren,jng,NA LCS,1,95,0.187,1.9,78.3
Looper,top,LPL,1,91,0.185,1.879,78.2
Mata,sup,LPL,1,91,0.185,1.879,78.2
Mlxg,jng,LPL,1,91,0.185,1.879,78.2
Xiaohu,mid,LPL,1,91,0.185,1.879,78.2
k1ng,bot,OPL,2,56,0.1839,1.868,78.2
Reignover,jng,NA LCS,1,88,0.1838,1.867,78.1
Blank,jng,LCK,1,104,0.183,1.858,78.1
Score,jng,LCK,1,110,0.1787,1.815,77.9
Ambition,jng,LCK,1,129,0.1759,1.786,77.8
Crown,mid,LCK,1,129,0.1759,1.786,77.8
Pobelter,mid,NA LCS,1,90,0.1701,1.727,77.4
Carbon,jng,OPL,2,61,0.1688,1.715,77.4
Chuz,mid,OPL,2,61,0.1688,1.715,77.4
Westdoor,mid,LMS,2,62,0.1665,1.691,77.2
